,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
7824,2010,MO,Perry,712.66667,7.25,746,9834.58333,"(37.723555, -89.77553379999999)",0.07585,"[1059.41667, 953.58333, 1315.25, 2457.5, 308.25, 1318.08333, 348.91667, 3157.91667, 712.66667, 1844.83333, 663.75, 588.41667, 3007.58333]","[11.05833, 11.96667, 7.30833, 8.225, 12.425, 8.775, 11.75833, 9.70833, 7.25, 9.71667, 12.15, 10.075, 7.33333]","[548, 260, 460, 2222, 366, 688, 757, 2787, 746, 702, 280, 238, 6981]","[0.05712, 0.03262, 0.02554, 0.07441, 0.14759, 0.04579, 0.25482, 0.08567, 0.07585, 0.03694, 0.05131, 0.04074, 0.17015]","['(38.0612022, -89.3226954)', '(37.5086525, -89.28472510000002)', '(38.2742526, -90.1869644)', '(37.7218304, -89.3226954)', '(37.2512419, -89.1324866)', '(38.0629321, -89.77553379999999)', '(37.1670164, -89.3606298)', '(37.7183241, -88.86469799999999)', '(37.723555, -89.77553379999999)', '(37.0394443, -89.62516459999999)', '(37.5528602, -90.37483540000001)', '(37.2115595, -90.0746767)', '(37.3821319, -89.62516459999999)']",13,False,True,False,False
7830,2010,MO,Ralls,494.83333,8.78333,388,5634.91667,"(39.5582351, -91.5983959)",0.06886,"[727.83333, 2697.0, 808.25, 443.83333, 494.83333, 1342.91667, 505.08333, 279.16667, 1068.33333, 3148.25, 1853.08333, 1245.08333, 673.0]","[8.96667, 7.73333, 9.775, 8.525, 8.78333, 9.1, 12.26667, 8.6, 9.61667, 11.78333, 8.26667, 11.53333, 11.14167]","[62, 3559, 562, 273, 388, 334, 216, 192, 937, 1677, 2942, 1460, 334]","[0.00763, 0.10196, 0.0682, 0.05247, 0.06886, 0.02261, 0.05246, 0.05923, 0.08414, 0.06279, 0.13147, 0.13528, 0.05524]","['(39.5662363, -90.8294002)', '(40.0577692, -91.13530200000001)', '(39.3964742, -91.28910359999999)', '(40.0500853, -91.7538817)', '(39.5582351, -91.5983959)', '(39.8464028, -91.63721500000001)', '(39.5508815, -92.0665197)', '(39.8388716, -92.1057549)', '(39.22195300000001, -91.9099238)', '(39.0669568, -90.9820668)', '(38.8886044, -91.9099238)', '(39.4182626, -92.49999179999999)', '(38.9365599, -91.4821482)']",13,False,False,False,False
7836,2010,MO,Scott,1844.83333,9.71667,702,19005.83333,"(37.0394443, -89.62516459999999)",0.03694,"[953.58333, 2457.5, 556.41667, 308.25, 348.91667, 313.5, 394.25, 203.58333, 712.66667, 1844.83333, 599.58333, 1796.33333, 1421.25, 588.41667, 818.66667, 590.08333, 3007.58333]","[11.96667, 8.225, 12.49167, 12.425, 11.75833, 11.46667, 10.28333, 9.05, 7.25, 9.71667, 10.8, 9.55833, 10.45, 10.075, 9.96667, 9.64167, 7.33333]","[260, 2222, 275, 366, 757, 294, 421, 30, 746, 702, 407, 4107, 1288, 238, 288, 771, 6981]","[0.03262, 0.07441, 0.06174, 0.14759, 0.25482, 0.10774, 0.10964, 0.01333, 0.07585, 0.03694, 0.07314, 0.21886, 0.09465, 0.04074, 0.03502, 0.12623, 0.17015]","['(37.5086525, -89.28472510000002)', '(37.7218304, -89.3226954)', '(37.42037639999999, -88.90306)', '(37.2512419, -89.1324866)', '(37.1670164, -89.3606298)', '(36.5630482, -89.1324866)', '(37.0359869, -89.0179332)', '(36.8206685, -88.9796776)', '(37.723555, -89.77553379999999)', '(37.0394443, -89.62516459999999)', '(37.0388739, -90.52578229999999)', '(36.6951341, -90.37483540000001)', '(36.8680558, -89.9253233)', '(37.2115595, -90.0746767)', '(36.5227538, -89.77553379999999)', '(36.8661576, -89.3226954)', '(37.3821319, -89.62516459999999)']",17,False,False,False,False
7842,2010,MO,Stone,2002.16667,13.91667,1440,14493.75,"(36.7748882, -93.4599326)",0.09935,"[1293.33333, 925.08333, 1507.25, 2002.16667, 3627.58333, 12069.0, 2584.16667, 1632.75, 948.83333, 3441.33333]","[7.825, 7.375, 9.65833, 13.91667, 14.01667, 8.34167, 8.99167, 9.29167, 9.15833, 8.41667]","[1844, 1469, 1649, 1440, 4199, 4461, 2847, 2466, 914, 2895]","[0.11163, 0.11648, 0.1056, 0.09935, 0.16104, 0.03082, 0.09899, 0.14045, 0.08823, 0.07085]","['(36.3118662, -93.0175712)', '(36.2987495, -93.5003454)', '(36.6345264, -93.8248241)', '(36.7748882, -93.4599326)', '(36.6576378, -93.0175712)', '(37.3311215, -93.5003454)', '(36.9618494, -94.315422)', '(37.1500679, -93.8248241)', '(36.617812, -94.315422)', '(36.99764400000001, -93.17796589999999)']",10,False,False,False,False
7848,2010,MO,Taney,3627.58333,14.01667,4199,26074.75,"(36.6576378, -93.0175712)",0.16104,"[1293.33333, 1559.66667, 681.16667, 262.25, 925.08333, 1507.25, 422.83333, 2002.16667, 3627.58333, 637.41667, 1722.75, 3441.33333]","[7.825, 9.38333, 10.15, 6.925, 7.375, 9.65833, 11.74167, 13.91667, 14.01667, 12.18333, 10.51667, 8.41667]","[1844, 2083, 496, 224, 1469, 1649, 245, 1440, 4199, 402, 1022, 2895]","[0.11163, 0.12541, 0.07386, 0.0591, 0.11648, 0.1056, 0.06802, 0.09935, 0.16104, 0.07658, 0.06238, 0.07085]","['(36.3118662, -93.0175712)', '(36.3261815, -92.38136209999999)', '(36.3194702, -92.6983868)', '(35.9603994, -93.17796589999999)', '(36.2987495, -93.5003454)', '(36.6345264, -93.8248241)', '(36.6720061, -92.38136209999999)', '(36.7748882, -93.4599326)', '(36.6576378, -93.0175712)', '(36.9708648, -92.49999179999999)', '(37.3483339, -92.8577105)', '(36.99764400000001, -93.17796589999999)']",12,True,False,True,False
7854,2010,MO,Texas,1082.83333,11.00833,671,9840.83333,"(37.3673645, -91.9099238)",0.06819,"[674.33333, 1082.83333, 1845.91667, 1784.75, 905.25, 637.41667, 1976.41667, 1466.66667, 481.16667]","[10.34167, 11.00833, 10.80833, 9.01667, 11.9, 12.18333, 12.41667, 8.78333, 14.83333]","[698, 671, 3146, 3394, 361, 402, 2563, 2044, 355]","[0.10719, 0.06819, 0.18437, 0.17131, 0.04743, 0.07658, 0.16101, 0.12235, 0.10947]","['(37.544666, -91.44346900000001)', '(37.3673645, -91.9099238)', '(36.8527979, -91.9099238)', '(37.8806538, -91.7538817)', '(37.3555654, -92.539603)', '(36.9708648, -92.49999179999999)', '(37.6965235, -92.539603)', '(37.8727481, -92.2236667)', '(37.2028249, -91.44346900000001)']",9,False,False,False,False
7860,2010,MO,Wayne,599.58333,10.8,407,5564.66667,"(37.0388739, -90.52578229999999)",0.07314,"[819.58333, 596.5, 1844.83333, 599.58333, 1796.33333, 307.16667, 694.75, 663.75, 360.33333, 1421.25, 588.41667]","[10.98333, 16.68333, 9.71667, 10.8, 9.55833, 11.53333, 12.88333, 12.15, 15.14167, 10.45, 10.075]","[296, 279, 702, 407, 4107, 96, 654, 280, 166, 1288, 238]","[0.03958, 0.07808, 0.03694, 0.07314, 0.21886, 0.036, 0.12124, 0.05131, 0.06965, 0.09465, 0.04074]","['(36.3492244, -90.37483540000001)', '(37.5515182, -90.6773046)', '(37.0394443, -89.62516459999999)', '(37.0388739, -90.52578229999999)', '(36.6951341, -90.37483540000001)', '(36.9073725, -90.9438468)', '(36.6928452, -90.8294002)', '(37.5528602, -90.37483540000001)', '(37.378663, -90.9820668)', '(36.8680558, -89.9253233)', '(37.2115595, -90.0746767)']",11,False,False,False,False
7866,2010,MO,Worth,84.83333,6.79167,75,1248.33333,"(40.4730605, -94.315422)",0.06008,"[483.33333, 108.41667, 396.16667, 366.83333, 177.33333, 270.83333, 84.83333, 820.0, 443.66667, 278.08333, 387.16667, 150.08333, 393.91667, 848.83333, 385.91667]","[6.78333, 4.825, 5.64167, 7.65, 5.55833, 6.06667, 6.79167, 8.275, 8.83333, 7.88333, 8.0, 8.36667, 9.825, 7.21667, 9.49167]","[650, 168, 500, 305, 72, 16, 75, 348, 195, 64, 476, 61, 176, 713, 205]","[0.09115, 0.07499, 0.07123, 0.06374, 0.02258, 0.00358, 0.06008, 0.03516, 0.03881, 0.01816, 0.09841, 0.03397, 0.04389, 0.06064, 0.05047]","['(40.7635099, -95.1432068)', '(41.0652066, -94.6863782)', '(41.0006855, -94.27436279999999)', '(41.01778360000001, -93.7841503)', '(40.7846069, -94.645035)', '(40.8146492, -93.8248241)', '(40.4730605, -94.315422)', '(39.9637436, -94.81059549999999)', '(39.8554602, -94.43879)', '(40.1406981, -94.479976)', '(40.1743786, -93.5003454)', '(40.4955493, -93.66232389999999)', '(39.9949074, -93.9878427)', '(40.2907281, -94.81059549999999)', '(40.3219529, -93.9878427)']",15,False,False,False,False
7872,2010,MO,Andrew,820.0,8.275,348,9898.08333,"(39.9637436, -94.81059549999999)",0.03516,"[349.33333, 783.58333, 400.58333, 10468.58333, 213.5, 84.83333, 820.0, 443.66667, 278.08333, 3988.83333, 1069.16667, 393.91667, 848.83333, 258.0, 4276.58333, 436.41667, 269.5]","[6.64167, 9.84167, 8.80833, 8.36667, 7.94167, 6.79167, 8.275, 8.83333, 7.88333, 7.73333, 9.66667, 9.825, 7.21667, 8.6, 9.15833, 9.56667, 6.23333]","[208, 757, 356, 4601, 242, 75, 348, 195, 64, 2134, 502, 176, 713, 116, 8464, 356, 150]","[0.0395, 0.09537, 0.07843, 0.03681, 0.08988, 0.06008, 0.03516, 0.03881, 0.01816, 0.04137, 0.04534, 0.04389, 0.06064, 0.03867, 0.1814, 0.07806, 0.03466]","['(39.770047, -95.4777811)', '(39.5701137, -95.35208759999999)', '(39.8245628, -95.18492189999999)', '(39.3176186, -94.479976)', '(40.0704458, -95.18492189999999)', '(40.4730605, -94.315422)', '(39.9637436, -94.81059549999999)', '(39.8554602, -94.43879)', '(40.1406981, -94.479976)', '(39.34756489999999, -94.7691586)', '(39.6481768, -94.479976)', '(39.9949074, -93.9878427)', '(40.2907281, -94.81059549999999)', '(40.42389600000001, -95.4777811)', '(39.6349791, -94.81059549999999)', '(39.6660775, -93.9878427)', '(40.0898025, -95.6457951)']",17,False,False,False,False
7878,2010,MO,Barton,593.08333,10.31667,425,5756.91667,"(37.4748791, -94.315422)",0.07382,"[650.5, 980.5, 1683.75, 330.58333, 583.33333, 593.08333, 12069.0, 5008.0, 2584.16667, 791.41667, 1632.75]","[9.00833, 9.075, 8.69167, 9.71667, 9.54167, 10.31667, 8.34167, 8.48333, 8.99167, 8.26667, 9.29167]","[1099, 969, 3665, 137, 721, 425, 4461, 4067, 2847, 1642, 2466]","[0.15217, 0.08974, 0.18935, 0.04028, 0.11794, 0.07382, 0.03082, 0.0689, 0.09899, 0.17153, 0.14045]","['(37.7957092, -94.81059549999999)', '(37.1142482, -94.81059549999999)', '(37.45579900000001, -94.81059549999999)', '(37.48636090000001, -93.9878427)', '(37.7031209, -93.86553029999999)', '(37.4748791, -94.315422)', '(37.3311215, -93.5003454)', '(37.17455650000001, -94.35651299999999)', '(36.9618494, -94.315422)', '(37.8148489, -94.315422)', '(37.1500679, -93.8248241)']",11,True,False,False,False
7884,2010,MO,Benton,884.16667,12.14167,902,7290.66667,"(38.3534598, -93.33889169999999)",0.12372,"[1480.66667, 1093.75, 884.16667, 2330.41667, 777.16667, 915.58333, 1160.33333, 1861.16667, 464.25, 2334.41667, 624.5]","[10.28333, 10.775, 12.14167, 12.03333, 9.75833, 12.55833, 14.53333, 9.275, 12.65, 9.94167, 8.43333]","[1712, 1735, 902, 1285, 909, 677, 858, 3490, 269, 2790, 336]","[0.11885, 0.17113, 0.12372, 0.06604, 0.11418, 0.09294, 0.10746, 0.17381, 0.07316, 0.11876, 0.04543]","['(37.6766686, -93.33889169999999)', '(38.3386592, -93.8248241)', '(38.3534598, -93.33889169999999)', '(38.0322944, -92.6983868)', '(38.8693247, -92.8577105)', '(37.6853001, -93.0175712)', '(38.3661344, -92.8577105)', '(38.6893153, -93.33889169999999)', '(37.9747242, -93.29861059999999)', '(38.6744747, -93.8248241)', '(38.5827118, -92.5792482)']",11,False,False,False,False
7890,2010,MO,Butler,1796.33333,9.55833,4107,18765.25,"(36.6951341, -90.37483540000001)",0.21886,"[819.58333, 1914.75, 744.0, 1844.83333, 599.58333, 1796.33333, 307.16667, 694.75, 1657.16667, 899.41667, 1421.25, 588.41667, 818.66667]","[10.98333, 9.74167, 10.25833, 9.71667, 10.8, 9.55833, 11.53333, 12.88333, 13.48333, 12.48333, 10.45, 10.075, 9.96667]","[296, 4150, 259, 702, 407, 4107, 96, 654, 1971, 1674, 1288, 238, 288]","[0.03958, 0.21085, 0.03568, 0.03694, 0.07314, 0.21886, 0.036, 0.12124, 0.16039, 0.23234, 0.09465, 0.04074, 0.03502]","['(36.3492244, -90.37483540000001)', '(36.1314931, -90.563609)', '(36.3457918, -90.9820668)', '(37.0394443, -89.62516459999999)', '(37.0388739, -90.52578229999999)', '(36.6951341, -90.37483540000001)', '(36.9073725, -90.9438468)', '(36.6928452, -90.8294002)', '(36.2364268, -90.055447)', '(36.2195399, -89.81303559999999)', '(36.8680558, -89.9253233)', '(37.2115595, -90.0746767)', '(36.5227538, -89.77553379999999)']",13,False,True,False,False
7896,2010,MO,Camden,2330.41667,12.03333,1285,19459.16667,"(38.0322944, -92.6983868)",0.06604,"[2790.75, 1480.66667, 516.08333, 884.16667, 2330.41667, 915.58333, 402.58333, 1526.5, 1160.33333, 905.25, 464.25, 1976.41667, 1466.66667, 1722.75, 624.5]","[6.85, 10.28333, 6.91667, 12.14167, 12.03333, 12.55833, 9.45, 12.85833, 14.53333, 11.9, 12.65, 12.41667, 8.78333, 10.51667, 8.43333]","[909, 1712, 288, 902, 1285, 677, 170, 890, 858, 361, 269, 2563, 2044, 1022, 336]","[0.02234, 0.11885, 0.03857, 0.12372, 0.06604, 0.09294, 0.03995, 0.07506, 0.10746, 0.04743, 0.07316, 0.16101, 0.12235, 0.06238, 0.04543]","['(38.5052486, -92.2630393)', '(37.6766686, -93.33889169999999)', '(38.3853377, -91.9099238)', '(38.3534598, -93.33889169999999)', '(38.0322944, -92.6983868)', '(37.6853001, -93.0175712)', '(38.1738674, -91.949021)', '(38.2081417, -92.38136209999999)', '(38.3661344, -92.8577105)', '(37.3555654, -92.539603)', '(37.9747242, -93.29861059999999)', '(37.6965235, -92.539603)', '(37.8727481, -92.2236667)', '(37.3483339, -92.8577105)', '(38.5827118, -92.5792482)']",15,False,False,False,False
7902,2010,MO,Carter,307.16667,11.53333,96,2666.58333,"(36.9073725, -90.9438468)",0.036,"[819.58333, 744.0, 596.5, 599.58333, 1796.33333, 307.16667, 455.66667, 694.75, 481.16667, 360.33333]","[10.98333, 10.25833, 16.68333, 10.8, 9.55833, 11.53333, 11.10833, 12.88333, 14.83333, 15.14167]","[296, 259, 279, 407, 4107, 96, 212, 654, 355, 166]","[0.03958, 0.03568, 0.07808, 0.07314, 0.21886, 0.036, 0.05163, 0.12124, 0.10947, 0.06965]","['(36.3492244, -90.37483540000001)', '(36.3457918, -90.9820668)', '(37.5515182, -90.6773046)', '(37.0388739, -90.52578229999999)', '(36.6951341, -90.37483540000001)', '(36.9073725, -90.9438468)', '(36.6870089, -91.44346900000001)', '(36.6928452, -90.8294002)', '(37.2028249, -91.44346900000001)', '(37.378663, -90.9820668)']",10,False,False,False,False
7908,2010,MO,Cooper,777.16667,9.75833,909,7961.08333,"(38.8693247, -92.8577105)",0.11418,"[2790.75, 5970.83333, 884.16667, 777.16667, 437.25, 1160.33333, 1861.16667, 976.41667, 392.41667, 624.5, 1245.08333]","[6.85, 6.44167, 12.14167, 9.75833, 8.75833, 14.53333, 9.275, 8.90833, 9.49167, 8.43333, 11.53333]","[909, 11203, 902, 909, 122, 858, 3490, 824, 266, 336, 1460]","[0.02234, 0.12104, 0.12372, 0.11418, 0.02439, 0.10746, 0.17381, 0.07504, 0.06443, 0.04543, 0.13528]","['(38.5052486, -92.2630393)', '(39.0468547, -92.38136209999999)', '(38.3534598, -93.33889169999999)', '(38.8693247, -92.8577105)', '(39.2064126, -92.6983868)', '(38.3661344, -92.8577105)', '(38.6893153, -93.33889169999999)', '(39.1943564, -93.17796589999999)', '(39.5301517, -93.0175712)', '(38.5827118, -92.5792482)', '(39.4182626, -92.49999179999999)']",11,False,False,False,False
7914,2010,MO,Dallas,915.58333,12.55833,677,7284.33333,"(37.6853001, -93.0175712)",0.09294,"[1480.66667, 583.33333, 884.16667, 2330.41667, 915.58333, 12069.0, 1160.33333, 905.25, 464.25, 1976.41667, 1466.66667, 1722.75, 3441.33333]","[10.28333, 9.54167, 12.14167, 12.03333, 12.55833, 8.34167, 14.53333, 11.9, 12.65, 12.41667, 8.78333, 10.51667, 8.41667]","[1712, 721, 902, 1285, 677, 4461, 858, 361, 269, 2563, 2044, 1022, 2895]","[0.11885, 0.11794, 0.12372, 0.06604, 0.09294, 0.03082, 0.10746, 0.04743, 0.07316, 0.16101, 0.12235, 0.06238, 0.07085]","['(37.6766686, -93.33889169999999)', '(37.7031209, -93.86553029999999)', '(38.3534598, -93.33889169999999)', '(38.0322944, -92.6983868)', '(37.6853001, -93.0175712)', '(37.3311215, -93.5003454)', '(38.3661344, -92.8577105)', '(37.3555654, -92.539603)', '(37.9747242, -93.29861059999999)', '(37.6965235, -92.539603)', '(37.8727481, -92.2236667)', '(37.3483339, -92.8577105)', '(36.99764400000001, -93.17796589999999)']",13,False,False,False,False
7920,2010,MO,Dekalb,443.66667,8.83333,195,5024.33333,"(39.8554602, -94.43879)",0.03881,"[400.58333, 1188.75, 10468.58333, 213.5, 84.83333, 820.0, 443.66667, 278.08333, 3988.83333, 1069.16667, 393.91667, 848.83333, 4276.58333, 436.41667, 385.91667, 583.08333]","[8.80833, 10.28333, 8.36667, 7.94167, 6.79167, 8.275, 8.83333, 7.88333, 7.73333, 9.66667, 9.825, 7.21667, 9.15833, 9.56667, 9.49167, 8.15]","[356, 839, 4601, 242, 75, 348, 195, 64, 2134, 502, 176, 713, 8464, 356, 205, 624]","[0.07843, 0.0725, 0.03681, 0.08988, 0.06008, 0.03516, 0.03881, 0.01816, 0.04137, 0.04534, 0.04389, 0.06064, 0.1814, 0.07806, 0.05047, 0.08732]","['(39.8245628, -95.18492189999999)', '(39.3354791, -93.9878427)', '(39.3176186, -94.479976)', '(40.0704458, -95.18492189999999)', '(40.4730605, -94.315422)', '(39.9637436, -94.81059549999999)', '(39.8554602, -94.43879)', '(40.1406981, -94.479976)', '(39.34756489999999, -94.7691586)', '(39.6481768, -94.479976)', '(39.9949074, -93.9878427)', '(40.2907281, -94.81059549999999)', '(39.6349791, -94.81059549999999)', '(39.6660775, -93.9878427)', '(40.3219529, -93.9878427)', '(39.8464073, -93.5003454)']",16,False,False,False,False
7926,2010,MO,Gentry,278.08333,7.88333,64,3523.33333,"(40.1406981, -94.479976)",0.01816,"[177.33333, 400.58333, 213.5, 84.83333, 820.0, 443.66667, 278.08333, 150.08333, 1069.16667, 393.91667, 848.83333, 4276.58333, 436.41667, 385.91667]","[5.55833, 8.80833, 7.94167, 6.79167, 8.275, 8.83333, 7.88333, 8.36667, 9.66667, 9.825, 7.21667, 9.15833, 9.56667, 9.49167]","[72, 356, 242, 75, 348, 195, 64, 61, 502, 176, 713, 8464, 356, 205]","[0.02258, 0.07843, 0.08988, 0.06008, 0.03516, 0.03881, 0.01816, 0.03397, 0.04534, 0.04389, 0.06064, 0.1814, 0.07806, 0.05047]","['(40.7846069, -94.645035)', '(39.8245628, -95.18492189999999)', '(40.0704458, -95.18492189999999)', '(40.4730605, -94.315422)', '(39.9637436, -94.81059549999999)', '(39.8554602, -94.43879)', '(40.1406981, -94.479976)', '(40.4955493, -93.66232389999999)', '(39.6481768, -94.479976)', '(39.9949074, -93.9878427)', '(40.2907281, -94.81059549999999)', '(39.6349791, -94.81059549999999)', '(39.6660775, -93.9878427)', '(40.3219529, -93.9878427)']",14,False,False,False,True
7932,2010,MO,Greene,12069.0,8.34167,4461,144733.9167,"(37.3311215, -93.5003454)",0.03082,"[330.58333, 1480.66667, 583.33333, 2002.16667, 593.08333, 915.58333, 12069.0, 5008.0, 464.25, 1722.75, 1632.75, 3441.33333]","[9.71667, 10.28333, 9.54167, 13.91667, 10.31667, 12.55833, 8.34167, 8.48333, 12.65, 10.51667, 9.29167, 8.41667]","[137, 1712, 721, 1440, 425, 677, 4461, 4067, 269, 1022, 2466, 2895]","[0.04028, 0.11885, 0.11794, 0.09935, 0.07382, 0.09294, 0.03082, 0.0689, 0.07316, 0.06238, 0.14045, 0.07085]","['(37.48636090000001, -93.9878427)', '(37.6766686, -93.33889169999999)', '(37.7031209, -93.86553029999999)', '(36.7748882, -93.4599326)', '(37.4748791, -94.315422)', '(37.6853001, -93.0175712)', '(37.3311215, -93.5003454)', '(37.17455650000001, -94.35651299999999)', '(37.9747242, -93.29861059999999)', '(37.3483339, -92.8577105)', '(37.1500679, -93.8248241)', '(36.99764400000001, -93.17796589999999)']",12,False,True,False,True
7938,2010,MO,Grundy,387.16667,8.0,476,4837.0,"(40.1743786, -93.5003454)",0.09841,"[176.83333, 270.83333, 451.16667, 683.66667, 84.83333, 387.16667, 150.08333, 192.41667, 549.66667, 393.91667, 436.41667, 385.91667, 259.16667, 583.08333]","[6.13333, 6.06667, 7.275, 12.525, 6.79167, 8.0, 8.36667, 8.06667, 11.45833, 9.825, 9.56667, 9.49167, 8.83333, 8.15]","[71, 16, 625, 425, 75, 476, 61, 46, 203, 176, 356, 205, 178, 624]","[0.02469, 0.00358, 0.1008, 0.07799, 0.06008, 0.09841, 0.03397, 0.01927, 0.04233, 0.04389, 0.07806, 0.05047, 0.0606, 0.08732]","['(40.6677356, -93.33889169999999)', '(40.8146492, -93.8248241)', '(40.6806102, -92.8577105)', '(39.8556605, -93.17796589999999)', '(40.4730605, -94.315422)', '(40.1743786, -93.5003454)', '(40.4955493, -93.66232389999999)', '(40.4744901, -92.97755579999999)', '(39.5166572, -93.5003454)', '(39.9949074, -93.9878427)', '(39.6660775, -93.9878427)', '(40.3219529, -93.9878427)', '(40.1836505, -93.17796589999999)', '(39.8464073, -93.5003454)']",14,False,False,False,False
7944,2010,MO,Howard,437.25,8.75833,122,5002.0,"(39.2064126, -92.6983868)",0.02439,"[5970.83333, 692.83333, 777.16667, 437.25, 505.08333, 1861.16667, 976.41667, 1068.33333, 549.66667, 1853.08333, 392.41667, 624.5, 1245.08333]","[6.44167, 9.26667, 9.75833, 8.75833, 12.26667, 9.275, 8.90833, 9.61667, 11.45833, 8.26667, 9.49167, 8.43333, 11.53333]","[11203, 590, 909, 122, 216, 3490, 824, 937, 203, 2942, 266, 336, 1460]","[0.12104, 0.07886, 0.11418, 0.02439, 0.05246, 0.17381, 0.07504, 0.08414, 0.04233, 0.13147, 0.06443, 0.04543, 0.13528]","['(39.0468547, -92.38136209999999)', '(39.871344, -92.539603)', '(38.8693247, -92.8577105)', '(39.2064126, -92.6983868)', '(39.5508815, -92.0665197)', '(38.6893153, -93.33889169999999)', '(39.1943564, -93.17796589999999)', '(39.22195300000001, -91.9099238)', '(39.5166572, -93.5003454)', '(38.8886044, -91.9099238)', '(39.5301517, -93.0175712)', '(38.5827118, -92.5792482)', '(39.4182626, -92.49999179999999)']",13,False,False,False,True
7950,2010,MO,Howell,1845.91667,10.80833,3146,17063.83333,"(36.8527979, -91.9099238)",0.18437,"[517.33333, 1559.66667, 405.25, 422.83333, 1082.83333, 1845.91667, 455.66667, 905.25, 637.41667, 481.16667]","[10.08333, 9.38333, 7.85, 11.74167, 11.00833, 10.80833, 11.10833, 11.9, 12.18333, 14.83333]","[266, 2083, 278, 245, 671, 3146, 212, 361, 402, 355]","[0.05176, 0.12541, 0.05375, 0.06802, 0.06819, 0.18437, 0.05163, 0.04743, 0.07658, 0.10947]","['(36.1610924, -91.9099238)', '(36.3261815, -92.38136209999999)', '(36.3797374, -91.7928402)', '(36.6720061, -92.38136209999999)', '(37.3673645, -91.9099238)', '(36.8527979, -91.9099238)', '(36.6870089, -91.44346900000001)', '(37.3555654, -92.539603)', '(36.9708648, -92.49999179999999)', '(37.2028249, -91.44346900000001)']",10,False,False,True,False
