,Year,State,County,Number Unemployed,Percent Unemployed,Number of Crimes,Total Labor Force,Coordinates,Crimes per Capita,Number Unemployed for Area Counties (50 Miles),Unemployed Percent for Area Counties (50 Miles),Number of Crimes for Area Counties (50 Miles),Crime Percent for Area Counties (50 Miles),Coordinates for Area Counties (50 Miles),Total Area Counties (50 Miles),Highest Unemployment in Area (50 Miles),Lowest Unemployment in Area (50 Miles),Highest Crime Rate in Area (50 Miles),Lowest Crime Rate in Area (50 Miles)
2423,2015,GA,Lanier,252.0,6.65833,482,3782.16667,"(31.02912689999999, -83.03613759999999)",0.12744,"[459.75, 293.83333, 486.16667, 1120.16667, 942.25, 262.0, 418.5, 194.58333, 1162.0, 86.91667, 252.0, 1214.91667, 504.83333, 2973.66667, 221.58333, 1280.08333]","[6.15, 6.50833, 6.65833, 6.10833, 6.50833, 8.36667, 6.08333, 7.01667, 6.71667, 4.65833, 6.65833, 7.225, 7.175, 5.91667, 5.75833, 6.39167]","[1287, 857, 929, 4126, 1516, 527, 978, 500, 3702, 66, 482, 3546, 995, 8458, 102, 2384]","[0.17216, 0.18951, 0.12748, 0.22488, 0.10463, 0.16814, 0.14204, 0.18029, 0.2141, 0.03537, 0.12744, 0.21089, 0.14124, 0.16793, 0.02639, 0.11889]","['(30.4586334, -83.5070203)', '(30.47559579999999, -82.95015579999999)', '(31.1428037, -83.46435509999999)', '(31.4205597, -83.54965659999999)', '(31.134411, -82.4752757)', '(31.5893221, -83.2934086)', '(30.8730159, -83.54965659999999)', '(30.9716985, -82.82097399999999)', '(31.5182285, -82.82097399999999)', '(30.7503289, -82.95015579999999)', '(31.02912689999999, -83.03613759999999)', '(30.8417409, -83.8473015)', '(31.3118535, -83.2077645)', '(30.8600022, -83.2934086)', '(31.2932161, -82.8640623)', '(31.2072856, -83.8473015)']",16,False,False,False,False
2429,2015,GA,Marion,290.25,8.41667,76,3445.0,"(32.328102, -84.5222189)",0.02206,"[1429.58333, 750.91667, 358.58333, 423.83333, 894.33333, 805.91667, 822.08333, 290.25, 140.16667, 1066.25, 208.25, 254.41667, 55.91667, 146.0, 270.58333, 90.66667, 350.5, 5883.5, 220.58333, 184.83333]","[5.95, 5.325, 7.58333, 9.175, 7.91667, 7.23333, 5.25, 8.41667, 6.63333, 8.30833, 7.71667, 9.18333, 6.86667, 6.90833, 7.45833, 9.36667, 6.29167, 7.45, 9.10833, 8.74167]","[880, 1408, 466, 522, 1874, 2160, 708, 76, 170, 2821, 112, 188, 106, 18, 588, 6, 527, 24973, 226, 9]","[0.03651, 0.09964, 0.09793, 0.11306, 0.16602, 0.19407, 0.04509, 0.02206, 0.08058, 0.21984, 0.04154, 0.06779, 0.1298, 0.00851, 0.16192, 0.0062, 0.09452, 0.31652, 0.09319, 0.00427]","['(32.3552497, -85.1894045)', '(31.8128435, -84.14351359999999)', '(32.1593447, -83.804868)', '(32.3523607, -84.05902900000001)', '(32.5892926, -83.8260884)', '(32.9047684, -84.3121264)', '(32.7032697, -84.8567932)', '(32.328102, -84.5222189)', '(32.2736136, -84.3121264)', '(31.9981596, -84.2278796)', '(32.6891322, -84.5222189)', '(32.5407455, -84.2278796)', '(31.8485969, -84.981754)', '(32.1141344, -84.8150781)', '(31.7370079, -84.4802606)', '(32.0129889, -84.56414699999999)', '(32.7090798, -83.9744262)', '(32.4794133, -84.8984775)', '(31.7913398, -84.68974949999999)', '(32.2952274, -84.8150781)']",20,False,False,False,False
2435,2015,GA,Miller,145.0,5.43333,138,2671.25,"(31.2008218, -84.7315563)",0.05166,"[456.41667, 2782.66667, 1311.83333, 1021.91667, 302.41667, 626.41667, 145.0, 132.25, 773.66667, 55.91667, 270.58333, 586.08333, 220.58333, 249.83333, 2921.41667]","[6.8, 6.25, 7.2, 5.9, 6.93333, 6.0, 5.43333, 6.225, 6.775, 6.86667, 7.45833, 6.725, 9.10833, 8.08333, 7.725]","[740, 1643, 2080, 2135, 416, 1112, 138, 12, 1718, 106, 588, 1278, 226, 346, 10397]","[0.11019, 0.03688, 0.11421, 0.12332, 0.09544, 0.10669, 0.05166, 0.00564, 0.15079, 0.1298, 0.16192, 0.14661, 0.09319, 0.11197, 0.27448]","['(31.4469377, -85.1894045)', '(31.1318686, -85.31362179999999)', '(30.5562947, -84.6479124)', '(30.7150882, -85.1894045)', '(31.3901106, -84.8984775)', '(30.9050079, -84.2278796)', '(31.2008218, -84.7315563)', '(31.5621777, -84.6479124)', '(30.8720058, -84.5222189)', '(31.8485969, -84.981754)', '(31.7370079, -84.4802606)', '(31.2230067, -84.1857115)', '(31.7913398, -84.68974949999999)', '(30.9331429, -84.8984775)', '(31.5439375, -84.2278796)']",15,False,True,False,False
2441,2015,GA,Monroe,736.33333,5.81667,1294,12670.66667,"(32.9746846, -83.8897057)",0.10213,"[4518.83333, 470.5, 672.25, 6466.75, 743.08333, 590.16667, 423.83333, 894.33333, 805.91667, 355.33333, 736.33333, 462.41667, 3271.16667, 629.58333, 208.25, 254.41667, 270.0, 1358.58333, 9626.5, 2805.83333, 3825.08333, 372.91667, 350.5, 2755.5, 2179.75, 263.25, 694.58333]","[6.65833, 5.71667, 6.65, 6.15, 5.5, 7.68333, 9.175, 7.91667, 7.23333, 5.50833, 5.81667, 5.475, 6.75833, 8.06667, 7.71667, 9.18333, 9.11667, 7.66667, 7.61667, 5.19167, 5.80833, 8.53333, 6.29167, 6.54167, 8.05, 7.29167, 8.00833]","[17810, 482, 1018, 12653, 1316, 1113, 522, 1874, 2160, 478, 1294, 712, 5412, 1448, 112, 188, 305, 3841, 26534, 3462, 2878, 1066, 527, 5537, 5870, 206, 895]","[0.26217, 0.05858, 0.10053, 0.12046, 0.09765, 0.14488, 0.11306, 0.16602, 0.19407, 0.0742, 0.10213, 0.08453, 0.11173, 0.1856, 0.04154, 0.06779, 0.10287, 0.2164, 0.20993, 0.06392, 0.04381, 0.24384, 0.09452, 0.13099, 0.2165, 0.05717, 0.10321]","['(32.7865735, -83.7199136)', '(33.0881873, -84.3962535)', '(33.2691443, -83.9532571)', '(33.4347963, -84.14351359999999)', '(33.0002582, -83.5070203)', '(33.0765883, -84.14351359999999)', '(32.3523607, -84.05902900000001)', '(32.5892926, -83.8260884)', '(32.9047684, -84.3121264)', '(33.3246924, -83.7199136)', '(32.9746846, -83.8897057)', '(33.5794186, -83.46435509999999)', '(33.5544296, -83.8473015)', '(33.3069978, -83.3789389)', '(32.6891322, -84.5222189)', '(32.5407455, -84.2278796)', '(32.68356, -83.46435509999999)', '(33.0338083, -83.2934086)', '(33.5571944, -84.375233)', '(33.4502206, -84.4802606)', '(32.4219655, -83.63484299999999)', '(32.4087854, -83.3789389)', '(32.7090798, -83.9744262)', '(33.6752492, -84.0378894)', '(33.2636732, -84.3121264)', '(32.8024682, -83.1649001)', '(33.0561282, -84.68974949999999)']",27,False,False,False,False
2447,2015,GA,Morgan,462.41667,5.475,712,8422.66667,"(33.5794186, -83.46435509999999)",0.08453,"[672.25, 6466.75, 743.08333, 1898.0, 3475.5, 22495.41667, 565.16667, 451.08333, 355.33333, 736.33333, 462.41667, 3271.16667, 777.66667, 629.58333, 2253.33333, 205.66667, 281.16667, 1358.58333, 243.75, 1486.66667, 700.16667, 23425.16667, 2755.5, 372.83333, 46.33333]","[6.65, 6.15, 5.5, 5.25833, 6.075, 6.025, 7.425, 6.60833, 5.50833, 5.81667, 5.475, 6.75833, 4.44167, 8.06667, 5.40833, 7.79167, 7.225, 7.66667, 9.79167, 4.85, 5.54167, 5.175, 6.54167, 5.54167, 7.8]","[1018, 12653, 1316, 2636, 10436, 73762, 1382, 590, 478, 1294, 712, 5412, 1248, 1448, 3772, 162, 88, 3841, 320, 2290, 1310, 40664, 5537, 812, 58]","[0.10053, 0.12046, 0.09765, 0.07298, 0.18264, 0.19769, 0.18152, 0.08642, 0.0742, 0.10213, 0.08453, 0.11173, 0.07094, 0.1856, 0.0905, 0.06138, 0.02262, 0.2164, 0.12863, 0.07448, 0.10375, 0.08987, 0.13099, 0.12069, 0.09781]","['(33.2691443, -83.9532571)', '(33.4347963, -84.14351359999999)', '(33.0002582, -83.5070203)', '(34.0142667, -83.6986568)', '(33.9519347, -83.357567)', '(33.7956441, -84.2278796)', '(34.0795372, -82.8640623)', '(33.5186591, -83.1649001)', '(33.3246924, -83.7199136)', '(32.9746846, -83.8897057)', '(33.5794186, -83.46435509999999)', '(33.5544296, -83.8473015)', '(33.8231988, -83.4430118)', '(33.3069978, -83.3789389)', '(33.7708613, -83.7199136)', '(33.4470392, -82.6915429)', '(33.808264, -82.7778579)', '(33.0338083, -83.2934086)', '(33.2882621, -83.03613759999999)', '(34.1174511, -83.54965659999999)', '(34.0990245, -83.2077645)', '(33.9190653, -84.01674229999999)', '(33.6752492, -84.0378894)', '(33.9119731, -83.03613759999999)', '(33.56978780000001, -82.8855961)']",25,False,False,False,False
2453,2015,GA,Murray,1182.83333,7.35833,8250,16069.58333,"(34.7928029, -84.7315563)",0.51339,"[429.75, 2867.33333, 524.91667, 2755.16667, 558.41667, 625.5, 707.33333, 1543.08333, 1182.83333, 1754.41667, 1637.83333, 827.0, 738.08333, 5624.08333, 650.5, 2910.66667, 717.66667]","[5.475, 6.675, 5.33333, 5.875, 5.10833, 6.19167, 6.025, 5.9, 7.35833, 5.975, 5.21667, 5.40833, 5.30833, 4.68333, 6.15833, 6.38333, 6.43333]","[148, 6946, 598, 8598, 1037, 492, 1078, 2922, 8250, 3868, 2703, 861, 904, 6483, 1110, 5909, 1705]","[0.01885, 0.1616, 0.06082, 0.18349, 0.09474, 0.04865, 0.09196, 0.11172, 0.51339, 0.13156, 0.08615, 0.0562, 0.06515, 0.05386, 0.10519, 0.12958, 0.15332]","['(34.9109017, -85.47880649999999)', '(34.2828967, -85.2308414)', '(34.8457601, -83.9744262)', '(34.2660473, -84.8150781)', '(34.412912, -84.14351359999999)', '(34.8580405, -84.2278796)', '(34.6935359, -84.4802606)', '(34.4891699, -84.8567932)', '(34.7928029, -84.7315563)', '(34.6858231, -85.35496499999999)', '(34.8981727, -85.14793639999999)', '(34.5813972, -83.9744262)', '(34.4497166, -84.4592701)', '(34.2514526, -84.4802606)', '(34.4632661, -85.31362179999999)', '(34.8033566, -84.981754)', '(35.1134803, -84.05902900000001)']",17,True,False,True,False
2459,2015,GA,Newton,3271.16667,6.75833,5412,48436.25,"(33.5544296, -83.8473015)",0.11173,"[20179.75, 470.5, 672.25, 6466.75, 743.08333, 590.16667, 1898.0, 3475.5, 22495.41667, 30777.41667, 451.08333, 355.33333, 736.33333, 462.41667, 3271.16667, 777.66667, 629.58333, 2253.33333, 1358.58333, 9626.5, 2805.83333, 4731.75, 1486.66667, 23425.16667, 2755.5, 2179.75]","[5.06667, 5.71667, 6.65, 6.15, 5.5, 7.68333, 5.25833, 6.075, 6.025, 6.0, 6.60833, 5.50833, 5.81667, 5.475, 6.75833, 4.44167, 8.06667, 5.40833, 7.66667, 7.61667, 5.19167, 4.54167, 4.85, 5.175, 6.54167, 8.05]","[40943, 482, 1018, 12653, 1316, 1113, 2636, 10436, 73762, 45275, 590, 478, 1294, 712, 5412, 1248, 1448, 3772, 3841, 26534, 3462, 3929, 2290, 40664, 5537, 5870]","[0.10279, 0.05858, 0.10053, 0.12046, 0.09765, 0.14488, 0.07298, 0.18264, 0.19769, 0.08796, 0.08642, 0.0742, 0.10213, 0.08453, 0.11173, 0.07094, 0.1856, 0.0905, 0.2164, 0.20993, 0.06392, 0.03763, 0.07448, 0.08987, 0.13099, 0.2165]","['(33.8999297, -84.56414699999999)', '(33.0881873, -84.3962535)', '(33.2691443, -83.9532571)', '(33.4347963, -84.14351359999999)', '(33.0002582, -83.5070203)', '(33.0765883, -84.14351359999999)', '(34.0142667, -83.6986568)', '(33.9519347, -83.357567)', '(33.7956441, -84.2278796)', '(33.8033965, -84.3962535)', '(33.5186591, -83.1649001)', '(33.3246924, -83.7199136)', '(32.9746846, -83.8897057)', '(33.5794186, -83.46435509999999)', '(33.5544296, -83.8473015)', '(33.8231988, -83.4430118)', '(33.3069978, -83.3789389)', '(33.7708613, -83.7199136)', '(33.0338083, -83.2934086)', '(33.5571944, -84.375233)', '(33.4502206, -84.4802606)', '(34.2358502, -84.14351359999999)', '(34.1174511, -83.54965659999999)', '(33.9190653, -84.01674229999999)', '(33.6752492, -84.0378894)', '(33.2636732, -84.3121264)']",26,False,False,False,False
2465,2015,GA,Oconee,777.66667,4.44167,1248,17591.75,"(33.8231988, -83.4430118)",0.07094,"[4506.66667, 644.41667, 458.16667, 672.25, 6466.75, 1898.0, 3475.5, 22495.41667, 565.16667, 451.08333, 355.33333, 462.41667, 3271.16667, 777.66667, 629.58333, 2253.33333, 281.16667, 4731.75, 243.75, 1486.66667, 700.16667, 582.5, 23425.16667, 2755.5, 372.83333, 46.33333]","[4.85833, 6.19167, 5.58333, 6.65, 6.15, 5.25833, 6.075, 6.025, 7.425, 6.60833, 5.50833, 5.475, 6.75833, 4.44167, 8.06667, 5.40833, 7.225, 4.54167, 9.79167, 4.85, 5.54167, 6.275, 5.175, 6.54167, 5.54167, 7.8]","[8237, 1372, 1112, 1018, 12653, 2636, 10436, 73762, 1382, 590, 478, 712, 5412, 1248, 1448, 3772, 88, 3929, 320, 2290, 1310, 672, 40664, 5537, 812, 58]","[0.08877, 0.13189, 0.13524, 0.10053, 0.12046, 0.07298, 0.18264, 0.19769, 0.18152, 0.08642, 0.0742, 0.08453, 0.11173, 0.07094, 0.1856, 0.0905, 0.02262, 0.03763, 0.12863, 0.07448, 0.10375, 0.07236, 0.08987, 0.13099, 0.12069, 0.09781]","['(34.30778, -83.804868)', '(34.3500039, -82.95015579999999)', '(34.378542, -83.46435509999999)', '(33.2691443, -83.9532571)', '(33.4347963, -84.14351359999999)', '(34.0142667, -83.6986568)', '(33.9519347, -83.357567)', '(33.7956441, -84.2278796)', '(34.0795372, -82.8640623)', '(33.5186591, -83.1649001)', '(33.3246924, -83.7199136)', '(33.5794186, -83.46435509999999)', '(33.5544296, -83.8473015)', '(33.8231988, -83.4430118)', '(33.3069978, -83.3789389)', '(33.7708613, -83.7199136)', '(33.808264, -82.7778579)', '(34.2358502, -84.14351359999999)', '(33.2882621, -83.03613759999999)', '(34.1174511, -83.54965659999999)', '(34.0990245, -83.2077645)', '(34.3645724, -83.2077645)', '(33.9190653, -84.01674229999999)', '(33.6752492, -84.0378894)', '(33.9119731, -83.03613759999999)', '(33.56978780000001, -82.8855961)']",26,False,True,False,False
2471,2015,GA,Pierce,501.5,6.24167,899,8045.91667,"(31.343806, -82.1713632)",0.11173,"[415.58333, 942.25, 281.25, 2286.91667, 837.25, 1236.5, 194.58333, 1162.0, 501.5, 632.91667, 221.58333, 514.16667, 304.5, 377.66667, 571.75, 422.16667]","[5.875, 6.50833, 5.73333, 6.05833, 7.24167, 5.525, 7.01667, 6.71667, 6.24167, 7.29167, 5.75833, 7.45, 6.39167, 6.5, 6.14167, 6.66667]","[434, 1516, 626, 6755, 3002, 1735, 500, 3702, 899, 545, 102, 930, 450, 770, 785, 752]","[0.06125, 0.10463, 0.12787, 0.1792, 0.2595, 0.07779, 0.18029, 0.2141, 0.11173, 0.06284, 0.02639, 0.13468, 0.09439, 0.13232, 0.08462, 0.11855]","['(31.7755541, -81.8224362)', '(31.134411, -82.4752757)', '(31.5412085, -82.4319405)', '(31.2624169, -81.6035062)', '(31.5092107, -81.909826)', '(30.898276, -81.6035062)', '(30.9716985, -82.82097399999999)', '(31.5182285, -82.82097399999999)', '(31.343806, -82.1713632)', '(31.712238, -82.25832969999999)', '(31.2932161, -82.8640623)', '(31.1510963, -81.9971108)', '(30.7917361, -82.08429009999999)', '(31.4748147, -81.38393260000001)', '(32.0634576, -82.08429009999999)', '(31.8234851, -82.605118)']",16,False,False,False,False
2477,2015,GA,Putnam,629.58333,8.06667,1448,7801.58333,"(33.3069978, -83.3789389)",0.1856,"[4518.83333, 672.25, 6466.75, 743.08333, 590.16667, 3475.5, 451.08333, 355.33333, 736.33333, 462.41667, 3271.16667, 777.66667, 629.58333, 270.0, 2253.33333, 205.66667, 281.16667, 1358.58333, 243.75, 81.66667, 2755.5, 263.25, 372.83333, 46.33333, 502.58333]","[6.65833, 6.65, 6.15, 5.5, 7.68333, 6.075, 6.60833, 5.50833, 5.81667, 5.475, 6.75833, 4.44167, 8.06667, 9.11667, 5.40833, 7.79167, 7.225, 7.66667, 9.79167, 6.63333, 6.54167, 7.29167, 5.54167, 7.8, 6.98333]","[17810, 1018, 12653, 1316, 1113, 10436, 590, 478, 1294, 712, 5412, 1248, 1448, 305, 3772, 162, 88, 3841, 320, 42, 5537, 206, 812, 58, 1102]","[0.26217, 0.10053, 0.12046, 0.09765, 0.14488, 0.18264, 0.08642, 0.0742, 0.10213, 0.08453, 0.11173, 0.07094, 0.1856, 0.10287, 0.0905, 0.06138, 0.02262, 0.2164, 0.12863, 0.03405, 0.13099, 0.05717, 0.12069, 0.09781, 0.15312]","['(32.7865735, -83.7199136)', '(33.2691443, -83.9532571)', '(33.4347963, -84.14351359999999)', '(33.0002582, -83.5070203)', '(33.0765883, -84.14351359999999)', '(33.9519347, -83.357567)', '(33.5186591, -83.1649001)', '(33.3246924, -83.7199136)', '(32.9746846, -83.8897057)', '(33.5794186, -83.46435509999999)', '(33.5544296, -83.8473015)', '(33.8231988, -83.4430118)', '(33.3069978, -83.3789389)', '(32.68356, -83.46435509999999)', '(33.7708613, -83.7199136)', '(33.4470392, -82.6915429)', '(33.808264, -82.7778579)', '(33.0338083, -83.2934086)', '(33.2882621, -83.03613759999999)', '(33.2422994, -82.6267345)', '(33.6752492, -84.0378894)', '(32.8024682, -83.1649001)', '(33.9119731, -83.03613759999999)', '(33.56978780000001, -82.8855961)', '(32.962702, -82.82097399999999)']",25,False,False,False,False
2483,2015,GA,Schley,140.16667,6.63333,170,2109.66667,"(32.2736136, -84.3121264)",0.08058,"[750.91667, 4518.83333, 644.5, 358.58333, 423.83333, 894.33333, 805.91667, 822.08333, 290.25, 140.16667, 1066.25, 208.25, 254.41667, 3825.08333, 263.83333, 55.91667, 146.0, 270.58333, 90.66667, 350.5, 5883.5, 220.58333, 184.83333]","[5.325, 6.65833, 6.84167, 7.58333, 9.175, 7.91667, 7.23333, 5.25, 8.41667, 6.63333, 8.30833, 7.71667, 9.18333, 5.80833, 6.56667, 6.86667, 6.90833, 7.45833, 9.36667, 6.29167, 7.45, 9.10833, 8.74167]","[1408, 17810, 2260, 466, 522, 1874, 2160, 708, 76, 170, 2821, 112, 188, 2878, 158, 106, 18, 588, 6, 527, 24973, 226, 9]","[0.09964, 0.26217, 0.23977, 0.09793, 0.11306, 0.16602, 0.19407, 0.04509, 0.02206, 0.08058, 0.21984, 0.04154, 0.06779, 0.04381, 0.03937, 0.1298, 0.00851, 0.16192, 0.0062, 0.09452, 0.31652, 0.09319, 0.00427]","['(31.8128435, -84.14351359999999)', '(32.7865735, -83.7199136)', '(31.8875724, -83.804868)', '(32.1593447, -83.804868)', '(32.3523607, -84.05902900000001)', '(32.5892926, -83.8260884)', '(32.9047684, -84.3121264)', '(32.7032697, -84.8567932)', '(32.328102, -84.5222189)', '(32.2736136, -84.3121264)', '(31.9981596, -84.2278796)', '(32.6891322, -84.5222189)', '(32.5407455, -84.2278796)', '(32.4219655, -83.63484299999999)', '(32.232644, -83.46435509999999)', '(31.8485969, -84.981754)', '(32.1141344, -84.8150781)', '(31.7370079, -84.4802606)', '(32.0129889, -84.56414699999999)', '(32.7090798, -83.9744262)', '(32.4794133, -84.8984775)', '(31.7913398, -84.68974949999999)', '(32.2952274, -84.8150781)']",23,False,False,False,False
2489,2015,GA,Sumter,1066.25,8.30833,2821,12831.91667,"(31.9981596, -84.2278796)",0.21984,"[750.91667, 644.5, 358.58333, 423.83333, 894.33333, 572.91667, 290.25, 140.16667, 1066.25, 254.41667, 216.08333, 215.25, 132.25, 3825.08333, 263.83333, 55.91667, 146.0, 270.58333, 90.66667, 220.58333, 2921.41667, 184.83333]","[5.325, 6.84167, 7.58333, 9.175, 7.91667, 6.48333, 8.41667, 6.63333, 8.30833, 9.18333, 6.775, 7.84167, 6.225, 5.80833, 6.56667, 6.86667, 6.90833, 7.45833, 9.36667, 9.10833, 7.725, 8.74167]","[1408, 2260, 466, 522, 1874, 1124, 76, 170, 2821, 188, 400, 173, 12, 2878, 158, 106, 18, 588, 6, 226, 10397, 9]","[0.09964, 0.23977, 0.09793, 0.11306, 0.16602, 0.12707, 0.02206, 0.08058, 0.21984, 0.06779, 0.1253, 0.06307, 0.00564, 0.04381, 0.03937, 0.1298, 0.00851, 0.16192, 0.0062, 0.09319, 0.27448, 0.00427]","['(31.8128435, -84.14351359999999)', '(31.8875724, -83.804868)', '(32.1593447, -83.804868)', '(32.3523607, -84.05902900000001)', '(32.5892926, -83.8260884)', '(31.5282489, -83.8897057)', '(32.328102, -84.5222189)', '(32.2736136, -84.3121264)', '(31.9981596, -84.2278796)', '(32.5407455, -84.2278796)', '(31.6976531, -83.63484299999999)', '(31.9611759, -83.46435509999999)', '(31.5621777, -84.6479124)', '(32.4219655, -83.63484299999999)', '(32.232644, -83.46435509999999)', '(31.8485969, -84.981754)', '(32.1141344, -84.8150781)', '(31.7370079, -84.4802606)', '(32.0129889, -84.56414699999999)', '(31.7913398, -84.68974949999999)', '(31.5439375, -84.2278796)', '(32.2952274, -84.8150781)']",22,False,False,False,False
2495,2015,GA,Talbot,208.25,7.71667,112,2696.5,"(32.6891322, -84.5222189)",0.04154,"[1429.58333, 4518.83333, 470.5, 590.16667, 423.83333, 894.33333, 2161.75, 805.91667, 3602.08333, 822.08333, 290.25, 736.33333, 140.16667, 208.25, 254.41667, 146.0, 90.66667, 350.5, 5883.5, 2179.75, 694.58333, 184.83333]","[5.95, 6.65833, 5.71667, 7.68333, 9.175, 7.91667, 6.08333, 7.23333, 5.30833, 5.25, 8.41667, 5.81667, 6.63333, 7.71667, 9.18333, 6.90833, 9.36667, 6.29167, 7.45, 8.05, 8.00833, 8.74167]","[880, 17810, 482, 1113, 522, 1874, 5647, 2160, 5394, 708, 76, 1294, 170, 112, 188, 18, 6, 527, 24973, 5870, 895, 9]","[0.03651, 0.26217, 0.05858, 0.14488, 0.11306, 0.16602, 0.15863, 0.19407, 0.07949, 0.04509, 0.02206, 0.10213, 0.08058, 0.04154, 0.06779, 0.00851, 0.0062, 0.09452, 0.31652, 0.2165, 0.10321, 0.00427]","['(32.3552497, -85.1894045)', '(32.7865735, -83.7199136)', '(33.0881873, -84.3962535)', '(33.0765883, -84.14351359999999)', '(32.3523607, -84.05902900000001)', '(32.5892926, -83.8260884)', '(33.0698575, -85.02334599999999)', '(32.9047684, -84.3121264)', '(33.3716708, -84.7315563)', '(32.7032697, -84.8567932)', '(32.328102, -84.5222189)', '(32.9746846, -83.8897057)', '(32.2736136, -84.3121264)', '(32.6891322, -84.5222189)', '(32.5407455, -84.2278796)', '(32.1141344, -84.8150781)', '(32.0129889, -84.56414699999999)', '(32.7090798, -83.9744262)', '(32.4794133, -84.8984775)', '(33.2636732, -84.3121264)', '(33.0561282, -84.68974949999999)', '(32.2952274, -84.8150781)']",22,False,False,False,False
2501,2015,GA,Taylor,254.41667,9.18333,188,2773.08333,"(32.5407455, -84.2278796)",0.06779,"[4518.83333, 470.5, 358.58333, 590.16667, 423.83333, 894.33333, 805.91667, 822.08333, 290.25, 736.33333, 140.16667, 1066.25, 208.25, 254.41667, 270.0, 3825.08333, 263.83333, 146.0, 90.66667, 350.5, 5883.5, 694.58333, 184.83333]","[6.65833, 5.71667, 7.58333, 7.68333, 9.175, 7.91667, 7.23333, 5.25, 8.41667, 5.81667, 6.63333, 8.30833, 7.71667, 9.18333, 9.11667, 5.80833, 6.56667, 6.90833, 9.36667, 6.29167, 7.45, 8.00833, 8.74167]","[17810, 482, 466, 1113, 522, 1874, 2160, 708, 76, 1294, 170, 2821, 112, 188, 305, 2878, 158, 18, 6, 527, 24973, 895, 9]","[0.26217, 0.05858, 0.09793, 0.14488, 0.11306, 0.16602, 0.19407, 0.04509, 0.02206, 0.10213, 0.08058, 0.21984, 0.04154, 0.06779, 0.10287, 0.04381, 0.03937, 0.00851, 0.0062, 0.09452, 0.31652, 0.10321, 0.00427]","['(32.7865735, -83.7199136)', '(33.0881873, -84.3962535)', '(32.1593447, -83.804868)', '(33.0765883, -84.14351359999999)', '(32.3523607, -84.05902900000001)', '(32.5892926, -83.8260884)', '(32.9047684, -84.3121264)', '(32.7032697, -84.8567932)', '(32.328102, -84.5222189)', '(32.9746846, -83.8897057)', '(32.2736136, -84.3121264)', '(31.9981596, -84.2278796)', '(32.6891322, -84.5222189)', '(32.5407455, -84.2278796)', '(32.68356, -83.46435509999999)', '(32.4219655, -83.63484299999999)', '(32.232644, -83.46435509999999)', '(32.1141344, -84.8150781)', '(32.0129889, -84.56414699999999)', '(32.7090798, -83.9744262)', '(32.4794133, -84.8984775)', '(33.0561282, -84.68974949999999)', '(32.2952274, -84.8150781)']",23,False,False,False,False
2507,2015,GA,Thomas,1214.91667,7.225,3546,16814.75,"(30.8417409, -83.8473015)",0.21089,"[7431.33333, 459.75, 320.91667, 486.16667, 1120.16667, 626.41667, 572.91667, 418.5, 252.0, 1214.91667, 504.83333, 773.66667, 2973.66667, 1280.08333, 586.08333]","[5.01667, 6.15, 5.96667, 6.65833, 6.10833, 6.0, 6.48333, 6.08333, 6.65833, 7.225, 7.175, 6.775, 5.91667, 6.39167, 6.725]","[30371, 1287, 607, 929, 4126, 1112, 1124, 978, 482, 3546, 995, 1718, 8458, 2384, 1278]","[0.2058, 0.17216, 0.11293, 0.12748, 0.22488, 0.10669, 0.12707, 0.14204, 0.12744, 0.21089, 0.14124, 0.15079, 0.16793, 0.11889, 0.14661]","['(30.4906177, -84.1857115)', '(30.4586334, -83.5070203)', '(30.4311978, -83.8897057)', '(31.1428037, -83.46435509999999)', '(31.4205597, -83.54965659999999)', '(30.9050079, -84.2278796)', '(31.5282489, -83.8897057)', '(30.8730159, -83.54965659999999)', '(31.02912689999999, -83.03613759999999)', '(30.8417409, -83.8473015)', '(31.3118535, -83.2077645)', '(30.8720058, -84.5222189)', '(30.8600022, -83.2934086)', '(31.2072856, -83.8473015)', '(31.2230067, -84.1857115)']",15,True,False,False,False
