,Year,Average (Monthly) Percent Unemployed,county,state
4429,2011,8.225,Richland County,IL
4430,2012,7.991666667,Richland County,IL
4431,2013,8.333333333,Richland County,IL
4432,2014,6.433333333,Richland County,IL
4433,2015,5.866666667,Richland County,IL
4434,2010,7.741666667,Sangamon County,IL
4435,2011,7.425,Sangamon County,IL
4436,2012,7.241666667,Sangamon County,IL
4437,2013,7.366666667,Sangamon County,IL
4438,2014,5.891666667,Sangamon County,IL
4439,2015,5.191666667,Sangamon County,IL
4440,2010,8.266666667,Schuyler County,IL
4441,2011,8.016666667,Schuyler County,IL
4442,2012,7.858333333,Schuyler County,IL
4443,2013,8.316666667,Schuyler County,IL
4444,2014,6.758333333,Schuyler County,IL
4445,2015,5.841666667,Schuyler County,IL
4446,2010,9.916666667,Tazewell County,IL
4447,2011,8.316666667,Tazewell County,IL
4448,2012,7.466666667,Tazewell County,IL
4449,2013,8.633333333,Tazewell County,IL
4450,2014,6.716666667,Tazewell County,IL
4451,2015,6.25,Tazewell County,IL
4452,2010,7.683333333,Woodford County,IL
4453,2011,6.45,Woodford County,IL
4454,2012,5.983333333,Woodford County,IL
4455,2013,7.1,Woodford County,IL
4456,2014,5.541666667,Woodford County,IL
4457,2015,5.066666667,Woodford County,IL
4458,2010,11.75833333,Alexander County,IL
4459,2011,12.875,Alexander County,IL
4460,2012,11.925,Alexander County,IL
4461,2013,12.65833333,Alexander County,IL
4462,2014,10.64166667,Alexander County,IL
4463,2015,9.15,Alexander County,IL
4464,2010,8.208333333,Champaign County,IL
4465,2011,7.791666667,Champaign County,IL
4466,2012,7.325,Champaign County,IL
4467,2013,7.458333333,Champaign County,IL
4468,2014,6.016666667,Champaign County,IL
4469,2015,5.166666667,Champaign County,IL
4470,2010,10.125,Christian County,IL
4471,2011,9.583333333,Christian County,IL
4472,2012,9.308333333,Christian County,IL
4473,2013,9.683333333,Christian County,IL
4474,2014,7.566666667,Christian County,IL
4475,2015,6.575,Christian County,IL
4476,2010,7.9,Effingham County,IL
4477,2011,6.866666667,Effingham County,IL
4478,2012,6.516666667,Effingham County,IL
4479,2013,6.925,Effingham County,IL
4480,2014,5.433333333,Effingham County,IL
4481,2015,4.808333333,Effingham County,IL
4482,2010,9.333333333,Henderson County,IL
4483,2011,7.95,Henderson County,IL
4484,2012,7.933333333,Henderson County,IL
4485,2013,7.891666667,Henderson County,IL
4486,2014,6.35,Henderson County,IL
4487,2015,5.991666667,Henderson County,IL
4488,2010,10.2,Jefferson County,IL
4489,2011,9.316666667,Jefferson County,IL
4490,2012,9.191666667,Jefferson County,IL
4491,2013,9.525,Jefferson County,IL
4492,2014,7.458333333,Jefferson County,IL
4493,2015,6.75,Jefferson County,IL
4494,2010,8.591666667,McDonough County,IL
4495,2011,7.975,McDonough County,IL
4496,2012,7.691666667,McDonough County,IL
4497,2013,8.333333333,McDonough County,IL
4498,2014,6.866666667,McDonough County,IL
4499,2015,6.116666667,McDonough County,IL
4500,2010,10.28333333,St. Clair County,IL
4501,2011,9.708333333,St. Clair County,IL
4502,2012,9.541666667,St. Clair County,IL
4503,2013,9.791666667,St. Clair County,IL
4504,2014,7.833333333,St. Clair County,IL
4505,2015,6.575,St. Clair County,IL
4506,2010,11.41666667,Vermilion County,IL
4507,2011,9.933333333,Vermilion County,IL
4508,2012,9.25,Vermilion County,IL
4509,2013,10.58333333,Vermilion County,IL
4510,2014,8.441666667,Vermilion County,IL
4511,2015,7.075,Vermilion County,IL
4512,2010,10.3,Whiteside County,IL
4513,2011,9.458333333,Whiteside County,IL
4514,2012,8.783333333,Whiteside County,IL
4515,2013,8.716666667,Whiteside County,IL
4516,2014,6.925,Whiteside County,IL
4517,2015,6.183333333,Whiteside County,IL
4518,2010,14.025,Winnebago County,IL
4519,2011,11.85,Winnebago County,IL
4520,2012,10.51666667,Winnebago County,IL
4521,2013,10.48333333,Winnebago County,IL
4522,2014,8.283333333,Winnebago County,IL
4523,2015,7,Winnebago County,IL
4524,2010,9.166666667,Cumberland County,IL
4525,2011,8.641666667,Cumberland County,IL
4526,2012,7.75,Cumberland County,IL
4527,2013,7.833333333,Cumberland County,IL
4528,2014,5.883333333,Cumberland County,IL
4529,2015,5.266666667,Cumberland County,IL
4530,2010,8.916666667,Jo Daviess County,IL
4531,2011,7.925,Jo Daviess County,IL
4532,2012,7.558333333,Jo Daviess County,IL
4533,2013,7.633333333,Jo Daviess County,IL
4534,2014,6.166666667,Jo Daviess County,IL
4535,2015,5.475,Jo Daviess County,IL
4536,2010,9.983333333,Livingston County,IL
4537,2011,8.433333333,Livingston County,IL
4538,2012,7.741666667,Livingston County,IL
4539,2013,8.075,Livingston County,IL
4540,2014,6.391666667,Livingston County,IL
4541,2015,5.383333333,Livingston County,IL
4542,2010,12.3,Montgomery County,IL
4543,2011,11.875,Montgomery County,IL
4544,2012,11.16666667,Montgomery County,IL
4545,2013,10.9,Montgomery County,IL
4546,2014,8.716666667,Montgomery County,IL
4547,2015,7.558333333,Montgomery County,IL
4548,2010,11.06666667,Stephenson County,IL
4549,2011,9.766666667,Stephenson County,IL
4550,2012,9.008333333,Stephenson County,IL
4551,2013,9.375,Stephenson County,IL
4552,2014,7.341666667,Stephenson County,IL
4553,2015,6.616666667,Stephenson County,IL
4554,2010,7.266666667,Washington County,IL
4555,2011,6.583333333,Washington County,IL
4556,2012,6.316666667,Washington County,IL
4557,2013,6.2,Washington County,IL
4558,2014,4.75,Washington County,IL
4559,2015,3.791666667,Washington County,IL
4560,2010,9.708333333,Williamson County,IL
4561,2011,9.041666667,Williamson County,IL
4562,2012,8.616666667,Williamson County,IL
4563,2013,9.008333333,Williamson County,IL
4564,2014,7.125,Williamson County,IL
4565,2015,6.175,Williamson County,IL
4566,2010,9.541666667,Rock Island County,IL
4567,2011,8.525,Rock Island County,IL
4568,2012,8.025,Rock Island County,IL
4569,2013,8.308333333,Rock Island County,IL
4570,2014,7.058333333,Rock Island County,IL
4571,2015,6.416666667,Rock Island County,IL
4572,2010,10.65,Jay County,IN
4573,2011,8.991666667,Jay County,IN
4574,2012,7.916666667,Jay County,IN
4575,2013,7.733333333,Jay County,IN
4576,2014,5.816666667,Jay County,IN
4577,2015,4.991666667,Jay County,IN
4578,2010,10.80833333,Cass County,IN
4579,2011,9.425,Cass County,IN
4580,2012,8.616666667,Cass County,IN
4581,2013,7.7,Cass County,IN
4582,2014,5.758333333,Cass County,IN
4583,2015,4.6,Cass County,IN
4584,2010,11.11666667,Clay County,IN
4585,2011,10.38333333,Clay County,IN
4586,2012,9.85,Clay County,IN
4587,2013,8.916666667,Clay County,IN
4588,2014,6.741666667,Clay County,IN
4589,2015,5.316666667,Clay County,IN
4590,2010,8.158333333,Knox County,IN
4591,2011,7.441666667,Knox County,IN
4592,2012,7.141666667,Knox County,IN
4593,2013,6.741666667,Knox County,IN
4594,2014,5.208333333,Knox County,IN
4595,2015,4.583333333,Knox County,IN
4596,2010,10.78333333,Lake County,IN
4597,2011,9.583333333,Lake County,IN
4598,2012,9.116666667,Lake County,IN
4599,2013,9.058333333,Lake County,IN
4600,2014,7.9,Lake County,IN
4601,2015,6.833333333,Lake County,IN
4602,2010,11.05,Ohio County,IN
4603,2011,9.508333333,Ohio County,IN
4604,2012,8.875,Ohio County,IN
4605,2013,8.308333333,Ohio County,IN
4606,2014,6.883333333,Ohio County,IN
4607,2015,5.55,Ohio County,IN
4608,2010,11.51666667,Owen County,IN
4609,2011,11.21666667,Owen County,IN
4610,2012,10.825,Owen County,IN
4611,2013,10.05833333,Owen County,IN
4612,2014,8.091666667,Owen County,IN
4613,2015,6.308333333,Owen County,IN
4614,2010,9.475,Pike County,IN
4615,2011,7.816666667,Pike County,IN
4616,2012,7.35,Pike County,IN
4617,2013,6.8,Pike County,IN
4618,2014,5.066666667,Pike County,IN
4619,2015,4.366666667,Pike County,IN
4620,2010,11.14166667,Rush County,IN
4621,2011,9.533333333,Rush County,IN
4622,2012,8.491666667,Rush County,IN
4623,2013,7.416666667,Rush County,IN
4624,2014,5.616666667,Rush County,IN
4625,2015,4.325,Rush County,IN
4626,2010,11.2,Vigo County,IN
4627,2011,10.30833333,Vigo County,IN
4628,2012,9.908333333,Vigo County,IN
4629,2013,9.375,Vigo County,IN
4630,2014,7.6,Vigo County,IN
4631,2015,6.15,Vigo County,IN
4632,2010,10.075,Adams County,IN
4633,2011,7.808333333,Adams County,IN
4634,2012,7.041666667,Adams County,IN
4635,2013,6.083333333,Adams County,IN
4636,2014,4.575,Adams County,IN
4637,2015,3.825,Adams County,IN
4638,2010,10.71666667,Allen County,IN
4639,2011,9.275,Allen County,IN
4640,2012,8.366666667,Allen County,IN
4641,2013,7.508333333,Allen County,IN
4642,2014,5.725,Allen County,IN
4643,2015,4.608333333,Allen County,IN
4644,2010,7.583333333,Boone County,IN
4645,2011,6.708333333,Boone County,IN
4646,2012,6.083333333,Boone County,IN
4647,2013,5.708333333,Boone County,IN
4648,2014,4.383333333,Boone County,IN
4649,2015,3.675,Boone County,IN
4650,2010,10.375,Brown County,IN
4651,2011,9.191666667,Brown County,IN
4652,2012,8.008333333,Brown County,IN
4653,2013,7.441666667,Brown County,IN
4654,2014,5.991666667,Brown County,IN
4655,2015,4.791666667,Brown County,IN
4656,2010,9.533333333,Clark County,IN
4657,2011,8.9,Clark County,IN
4658,2012,7.825,Clark County,IN
4659,2013,6.916666667,Clark County,IN
4660,2014,5.4,Clark County,IN
4661,2015,4.508333333,Clark County,IN
4662,2010,8.858333333,Floyd County,IN
4663,2011,7.966666667,Floyd County,IN
4664,2012,7.116666667,Floyd County,IN
4665,2013,6.341666667,Floyd County,IN
4666,2014,5.066666667,Floyd County,IN
4667,2015,4.283333333,Floyd County,IN
4668,2010,11.58333333,Grant County,IN
4669,2011,10.36666667,Grant County,IN
4670,2012,9.741666667,Grant County,IN
4671,2013,9.033333333,Grant County,IN
4672,2014,6.858333333,Grant County,IN
4673,2015,5.416666667,Grant County,IN
4674,2010,13.83333333,Henry County,IN
4675,2011,11.525,Henry County,IN
4676,2012,10.04166667,Henry County,IN
4677,2013,8.841666667,Henry County,IN
4678,2014,6.8,Henry County,IN
4679,2015,5.325,Henry County,IN
4680,2010,12.475,Miami County,IN
4681,2011,10.45,Miami County,IN
4682,2012,9.716666667,Miami County,IN
4683,2013,8.683333333,Miami County,IN
4684,2014,6.608333333,Miami County,IN
4685,2015,5.2,Miami County,IN
4686,2010,13.13333333,Noble County,IN
4687,2011,10.06666667,Noble County,IN
4688,2012,8.608333333,Noble County,IN
4689,2013,7.325,Noble County,IN
4690,2014,5.191666667,Noble County,IN
4691,2015,4.258333333,Noble County,IN
4692,2010,10.925,Parke County,IN
4693,2011,10.45833333,Parke County,IN
4694,2012,10.25,Parke County,IN
4695,2013,9.233333333,Parke County,IN
4696,2014,6.983333333,Parke County,IN
4697,2015,5.65,Parke County,IN
4698,2010,10.575,Perry County,IN
4699,2011,9.1,Perry County,IN
4700,2012,8.391666667,Perry County,IN
4701,2013,7.775,Perry County,IN
4702,2014,5.833333333,Perry County,IN
4703,2015,4.733333333,Perry County,IN
4704,2010,7.808333333,Posey County,IN
4705,2011,6.875,Posey County,IN
4706,2012,6.75,Posey County,IN
4707,2013,6.325,Posey County,IN
4708,2014,4.775,Posey County,IN
4709,2015,3.966666667,Posey County,IN
4710,2010,13.18333333,Scott County,IN
4711,2011,11.86666667,Scott County,IN
4712,2012,10.3,Scott County,IN
4713,2013,8.933333333,Scott County,IN
4714,2014,6.8,Scott County,IN
4715,2015,5.458333333,Scott County,IN
4716,2010,10.26666667,Union County,IN
4717,2011,8.816666667,Union County,IN
4718,2012,8.05,Union County,IN
4719,2013,7.2,Union County,IN
4720,2014,5.625,Union County,IN
4721,2015,4.466666667,Union County,IN
4722,2010,12.83333333,Wayne County,IN
4723,2011,11.11666667,Wayne County,IN
4724,2012,9.908333333,Wayne County,IN
4725,2013,8.666666667,Wayne County,IN
4726,2014,6.525,Wayne County,IN
4727,2015,5.325,Wayne County,IN
4728,2010,9.766666667,Wells County,IN
4729,2011,8.225,Wells County,IN
4730,2012,7.183333333,Wells County,IN
4731,2013,6.35,Wells County,IN
4732,2014,4.8,Wells County,IN
4733,2015,3.941666667,Wells County,IN
4734,2010,10.51666667,White County,IN
4735,2011,8.658333333,White County,IN
4736,2012,7.791666667,White County,IN
4737,2013,6.866666667,White County,IN
4738,2014,5.083333333,White County,IN
4739,2015,4.066666667,White County,IN
4740,2010,9.208333333,Benton County,IN
4741,2011,7.891666667,Benton County,IN
4742,2012,7.458333333,Benton County,IN
4743,2013,7.058333333,Benton County,IN
4744,2014,5.408333333,Benton County,IN
4745,2015,4.475,Benton County,IN
4746,2010,11.925,DeKalb County,IN
4747,2011,9.7,DeKalb County,IN
4748,2012,8.358333333,DeKalb County,IN
4749,2013,7.158333333,DeKalb County,IN
4750,2014,5.216666667,DeKalb County,IN
4751,2015,4.125,DeKalb County,IN
4752,2010,7.475,Dubois County,IN
4753,2011,6.075,Dubois County,IN
4754,2012,5.691666667,Dubois County,IN
4755,2013,5.3,Dubois County,IN
4756,2014,4.058333333,Dubois County,IN
4757,2015,3.391666667,Dubois County,IN
4758,2010,11.41666667,Fulton County,IN
4759,2011,9.258333333,Fulton County,IN
4760,2012,8.4,Fulton County,IN
4761,2013,8.283333333,Fulton County,IN
4762,2014,6.258333333,Fulton County,IN
4763,2015,4.791666667,Fulton County,IN
4764,2010,8.008333333,Gibson County,IN
4765,2011,7.325,Gibson County,IN
4766,2012,6.85,Gibson County,IN
4767,2013,5.858333333,Gibson County,IN
4768,2014,4.466666667,Gibson County,IN
4769,2015,3.791666667,Gibson County,IN
4770,2010,10.64166667,Greene County,IN
4771,2011,10.36666667,Greene County,IN
4772,2012,10.45,Greene County,IN
4773,2013,10.2,Greene County,IN
4774,2014,7.958333333,Greene County,IN
4775,2015,6.866666667,Greene County,IN
4776,2010,12.60833333,Howard County,IN
4777,2011,10.44166667,Howard County,IN
4778,2012,9.075,Howard County,IN
4779,2013,8.166666667,Howard County,IN
4780,2014,6.258333333,Howard County,IN
4781,2015,5.008333333,Howard County,IN
4782,2010,10.43333333,Jasper County,IN
4783,2011,9.075,Jasper County,IN
4784,2012,8.116666667,Jasper County,IN
4785,2013,7.741666667,Jasper County,IN
4786,2014,6.658333333,Jasper County,IN
4787,2015,5.816666667,Jasper County,IN
4788,2010,10.55,Marion County,IN
4789,2011,9.891666667,Marion County,IN
4790,2012,9.225,Marion County,IN
4791,2013,8.5,Marion County,IN
4792,2014,6.533333333,Marion County,IN
4793,2015,5.075,Marion County,IN
4794,2010,7.55,Martin County,IN
4795,2011,7.483333333,Martin County,IN
4796,2012,7.083333333,Martin County,IN
4797,2013,6.308333333,Martin County,IN
4798,2014,5.316666667,Martin County,IN
4799,2015,4.216666667,Martin County,IN
4800,2010,7.916666667,Monroe County,IN
4801,2011,7.541666667,Monroe County,IN
4802,2012,7.258333333,Monroe County,IN
4803,2013,6.858333333,Monroe County,IN
4804,2014,5.725,Monroe County,IN
4805,2015,4.95,Monroe County,IN
4806,2010,10.375,Morgan County,IN
4807,2011,9.358333333,Morgan County,IN
4808,2012,8.408333333,Morgan County,IN
4809,2013,7.558333333,Morgan County,IN
4810,2014,5.808333333,Morgan County,IN
4811,2015,4.708333333,Morgan County,IN
4812,2010,11.35,Newton County,IN
4813,2011,9.891666667,Newton County,IN
4814,2012,9.591666667,Newton County,IN
4815,2013,8.95,Newton County,IN
4816,2014,6.975,Newton County,IN
4817,2015,5.808333333,Newton County,IN
4818,2010,12.73333333,Orange County,IN
4819,2011,11.825,Orange County,IN
4820,2012,10.76666667,Orange County,IN
4821,2013,9.891666667,Orange County,IN
4822,2014,7.716666667,Orange County,IN
4823,2015,5.966666667,Orange County,IN
4824,2010,9.466666667,Porter County,IN
4825,2011,8.166666667,Porter County,IN
4826,2012,7.6,Porter County,IN
4827,2013,7.208333333,Porter County,IN
4828,2014,6.183333333,Porter County,IN
4829,2015,5.366666667,Porter County,IN
4830,2010,11.64166667,Putnam County,IN
4831,2011,10.80833333,Putnam County,IN
4832,2012,9.883333333,Putnam County,IN
4833,2013,8.658333333,Putnam County,IN
4834,2014,6.625,Putnam County,IN
4835,2015,5.125,Putnam County,IN
4836,2010,11.23333333,Ripley County,IN
4837,2011,9.458333333,Ripley County,IN
4838,2012,8.983333333,Ripley County,IN
4839,2013,8.566666667,Ripley County,IN
4840,2014,6.6,Ripley County,IN
4841,2015,5.366666667,Ripley County,IN
4842,2010,10.96666667,Shelby County,IN
4843,2011,9.475,Shelby County,IN
4844,2012,8.366666667,Shelby County,IN
4845,2013,7.358333333,Shelby County,IN
4846,2014,5.691666667,Shelby County,IN
4847,2015,4.466666667,Shelby County,IN
4848,2010,13.34166667,Starke County,IN
4849,2011,11.4,Starke County,IN
4850,2012,10.60833333,Starke County,IN
4851,2013,9.466666667,Starke County,IN
4852,2014,7.233333333,Starke County,IN
4853,2015,5.958333333,Starke County,IN
4854,2010,10.24166667,Tipton County,IN
4855,2011,8.991666667,Tipton County,IN
4856,2012,7.758333333,Tipton County,IN
4857,2013,6.741666667,Tipton County,IN
4858,2014,5.2,Tipton County,IN
4859,2015,4.016666667,Tipton County,IN
4860,2010,11.41666667,Wabash County,IN
4861,2011,9.558333333,Wabash County,IN
4862,2012,8.491666667,Wabash County,IN
4863,2013,7.608333333,Wabash County,IN
4864,2014,5.575,Wabash County,IN
4865,2015,4.8,Wabash County,IN
4866,2010,10.50833333,Warren County,IN
4867,2011,8.133333333,Warren County,IN
4868,2012,7.4,Warren County,IN
4869,2013,8.8,Warren County,IN
4870,2014,6.083333333,Warren County,IN
4871,2015,4.95,Warren County,IN
4872,2010,9.891666667,Carroll County,IN
4873,2011,8.333333333,Carroll County,IN
4874,2012,7.35,Carroll County,IN
4875,2013,7.05,Carroll County,IN
4876,2014,5.225,Carroll County,IN
4877,2015,4.333333333,Carroll County,IN
4878,2010,10.11666667,Clinton County,IN
4879,2011,8.625,Clinton County,IN
4880,2012,8.008333333,Clinton County,IN
4881,2013,7.108333333,Clinton County,IN
4882,2014,5.133333333,Clinton County,IN
4883,2015,4.033333333,Clinton County,IN
4884,2010,6.491666667,Daviess County,IN
4885,2011,6.125,Daviess County,IN
4886,2012,6.008333333,Daviess County,IN
4887,2013,5.641666667,Daviess County,IN
4888,2014,4.458333333,Daviess County,IN
4889,2015,3.791666667,Daviess County,IN
4890,2010,11.625,Decatur County,IN
4891,2011,9.783333333,Decatur County,IN
4892,2012,8.1,Decatur County,IN
4893,2013,6.7,Decatur County,IN
4894,2014,4.908333333,Decatur County,IN
4895,2015,4.083333333,Decatur County,IN
4896,2010,13.33333333,Elkhart County,IN
4897,2011,10.75,Elkhart County,IN
4898,2012,8.95,Elkhart County,IN
4899,2013,7.241666667,Elkhart County,IN
4900,2014,5.091666667,Elkhart County,IN
4901,2015,3.9,Elkhart County,IN
4902,2010,14.60833333,Fayette County,IN
4903,2011,12.56666667,Fayette County,IN
4904,2012,11.13333333,Fayette County,IN
4905,2013,10.30833333,Fayette County,IN
4906,2014,7.791666667,Fayette County,IN
4907,2015,6.566666667,Fayette County,IN
4908,2010,9.275,Hancock County,IN
4909,2011,8.241666667,Hancock County,IN
4910,2012,7.333333333,Hancock County,IN
4911,2013,6.625,Hancock County,IN
