Year,State,County,Average Number Unemployed,Average Percent Unemployed,Number of Crimes,Total Labor Force,Corrdinates
2010,IA,Jefferson,635.4166667000002,7.083333333,702,8955.916667,"(41.0236358, -91.9099238)"
2011,IA,Jefferson,528.25,6.0,608,8816.416667,"(41.0236358, -91.9099238)"
2012,IA,Jefferson,459.9166667,5.258333333,620,8761.166667,"(41.0236358, -91.9099238)"
2013,IA,Jefferson,442.58333330000005,4.958333333,805,8926.25,"(41.0236358, -91.9099238)"
2014,IA,Jefferson,395.75,4.366666667,792,9092.5,"(41.0236358, -91.9099238)"
2015,IA,Jefferson,354.0833333,3.866666667,755,9157.333333,"(41.0236358, -91.9099238)"
2010,IA,Muscatine,1741.1666670000004,7.975,2129,21814.66667,"(41.5156913, -91.13530200000001)"
2011,IA,Muscatine,1407.666667,6.566666667000001,2314,21409.41667,"(41.5156913, -91.13530200000001)"
2012,IA,Muscatine,1215.833333,5.725,2376,21238.33333,"(41.5156913, -91.13530200000001)"
2013,IA,Muscatine,1131.75,5.216666667,1677,21698.58333,"(41.5156913, -91.13530200000001)"
2014,IA,Muscatine,1003.583333,4.533333333,1523,22148.66667,"(41.5156913, -91.13530200000001)"
2015,IA,Muscatine,865.0833332999997,3.891666667,1828,22230.5,"(41.5156913, -91.13530200000001)"
2010,IA,Palo Alto,292.4166667,6.016666667000001,147,4845.416667,"(43.1580878, -94.645035)"
2011,IA,Palo Alto,224.1666667,4.683333333,224,4774.25,"(43.1580878, -94.645035)"
2012,IA,Palo Alto,202.9166667,4.275,232,4756.666667,"(43.1580878, -94.645035)"
2013,IA,Palo Alto,179.16666669999995,3.75,197,4777.416667,"(43.1580878, -94.645035)"
2014,IA,Palo Alto,175.0,3.6,233,4860.083333,"(43.1580878, -94.645035)"
2015,IA,Palo Alto,151.08333330000005,3.1,246,4867.583333,"(43.1580878, -94.645035)"
2010,IA,Poweshiek,611.75,5.808333332999999,613,10569.58333,"(41.6530119, -92.539603)"
2011,IA,Poweshiek,579.25,5.566666667000001,500,10395.75,"(41.6530119, -92.539603)"
2012,IA,Poweshiek,494.4166667,4.9,558,10157.5,"(41.6530119, -92.539603)"
2013,IA,Poweshiek,478.9166667,4.658333333,548,10345.0,"(41.6530119, -92.539603)"
2014,IA,Poweshiek,443.4166667,4.283333333,611,10420.16667,"(41.6530119, -92.539603)"
2015,IA,Poweshiek,383.1666667,3.658333333,599,10517.33333,"(41.6530119, -92.539603)"
2010,IA,Van Buren,288.75,7.275,188,3971.0,"(40.7001158, -91.9099238)"
2011,IA,Van Buren,243.1666667,6.308333332999999,146,3849.083333,"(40.7001158, -91.9099238)"
2012,IA,Van Buren,219.5,5.783333333,153,3798.75,"(40.7001158, -91.9099238)"
2013,IA,Van Buren,210.9166667,5.508333333,154,3834.0,"(40.7001158, -91.9099238)"
2014,IA,Van Buren,177.08333330000005,4.525,172,3920.416667,"(40.7001158, -91.9099238)"
2015,IA,Van Buren,156.83333330000005,4.083333333,78,3844.166667,"(40.7001158, -91.9099238)"
2010,IA,Winnebago,388.9166667,6.683333332999999,50,5820.083333,"(43.3481922, -93.66232389999999)"
2011,IA,Winnebago,327.5833333,6.008333333,34,5444.25,"(43.3481922, -93.66232389999999)"
2012,IA,Winnebago,272.9166667,5.333333333,6,5116.25,"(43.3481922, -93.66232389999999)"
2013,IA,Winnebago,247.5,4.783333333,2,5166.5,"(43.3481922, -93.66232389999999)"
2014,IA,Winnebago,220.0833333,4.208333333,38,5232.333333,"(43.3481922, -93.66232389999999)"
2015,IA,Winnebago,206.9166667,3.991666667,42,5173.833333,"(43.3481922, -93.66232389999999)"
2010,IA,Black Hawk,4387.75,6.175,8409,70988.91667,"(42.447804, -92.38136209999999)"
2011,IA,Black Hawk,4135.083333,5.825,7249,70918.0,"(42.447804, -92.38136209999999)"
2012,IA,Black Hawk,3869.416667,5.441666667000001,8404,71226.08333,"(42.447804, -92.38136209999999)"
2013,IA,Black Hawk,3662.833333,5.108333333,7025,71757.5,"(42.447804, -92.38136209999999)"
2014,IA,Black Hawk,3543.333333,4.908333333,9151,72257.91667,"(42.447804, -92.38136209999999)"
2015,IA,Black Hawk,3250.833333,4.6,8194,70544.41667,"(42.447804, -92.38136209999999)"
2010,IA,Des Moines,1504.25,7.466666667,2824,20214.41667,"(40.9123374, -91.17369939999999)"
2011,IA,Des Moines,1368.5,6.7416666670000005,3292,20303.58333,"(40.9123374, -91.17369939999999)"
2012,IA,Des Moines,1235.416667,6.141666667000001,3344,20092.75,"(40.9123374, -91.17369939999999)"
2013,IA,Des Moines,1237.333333,6.041666667,2806,20499.08333,"(40.9123374, -91.17369939999999)"
2014,IA,Des Moines,1045.416667,5.008333333,2996,20868.91667,"(40.9123374, -91.17369939999999)"
2015,IA,Des Moines,976.1666667000003,4.733333333,3193,20532.41667,"(40.9123374, -91.17369939999999)"
2010,IA,Montgomery,423.4166667,8.075,331,5248.833333,"(41.0438839, -95.18492189999999)"
2011,IA,Montgomery,294.5,5.85,504,5033.166667,"(41.0438839, -95.18492189999999)"
2012,IA,Montgomery,255.5,5.066666667,359,5031.083333,"(41.0438839, -95.18492189999999)"
2013,IA,Montgomery,250.4166667,4.891666667,561,5122.916667,"(41.0438839, -95.18492189999999)"
2014,IA,Montgomery,212.75,4.108333333,352,5169.75,"(41.0438839, -95.18492189999999)"
2015,IA,Montgomery,185.4166667,3.575,436,5174.333333,"(41.0438839, -95.18492189999999)"
2010,IA,Pocahontas,206.9166667,5.108333333,102,4056.416667,"(42.6918039, -94.645035)"
2011,IA,Pocahontas,178.5,4.383333333,170,4080.5,"(42.6918039, -94.645035)"
2012,IA,Pocahontas,168.25,4.05,172,4162.5,"(42.6918039, -94.645035)"
2013,IA,Pocahontas,159.41666669999995,3.808333333,102,4193.0,"(42.6918039, -94.645035)"
2014,IA,Pocahontas,150.83333330000005,3.516666667,77,4333.75,"(42.6918039, -94.645035)"
2015,IA,Pocahontas,132.0,3.066666667,129,4313.0,"(42.6918039, -94.645035)"
2010,IA,Washington,632.5,5.091666667,498,12421.16667,"(41.3477966, -91.7538817)"
2011,IA,Washington,576.8333332999998,4.666666667,610,12312.58333,"(41.3477966, -91.7538817)"
2012,IA,Washington,511.08333330000005,4.208333333,505,12150.08333,"(41.3477966, -91.7538817)"
2013,IA,Washington,462.0,3.758333333,490,12274.5,"(41.3477966, -91.7538817)"
2014,IA,Washington,443.58333330000005,3.591666667,409,12340.41667,"(41.3477966, -91.7538817)"
2015,IA,Washington,389.5833333,3.141666667,452,12399.16667,"(41.3477966, -91.7538817)"
2010,IA,Winneshiek,678.75,5.5,180,12294.66667,"(43.2362611, -91.9099238)"
2011,IA,Winneshiek,603.25,4.991666667,274,12111.91667,"(43.2362611, -91.9099238)"
2012,IA,Winneshiek,547.75,4.616666667,210,11886.08333,"(43.2362611, -91.9099238)"
2013,IA,Winneshiek,550.8333332999998,4.666666667,156,11892.58333,"(43.2362611, -91.9099238)"
2014,IA,Winneshiek,512.6666667,4.266666667,216,12077.58333,"(43.2362611, -91.9099238)"
2015,IA,Winneshiek,451.25,3.691666667,324,12236.83333,"(43.2362611, -91.9099238)"
2010,IA,Buena Vista,540.3333332999998,4.733333333,802,11422.41667,"(42.6705452, -95.1432068)"
2011,IA,Buena Vista,511.25,4.508333333,807,11337.75,"(42.6705452, -95.1432068)"
2012,IA,Buena Vista,467.25,4.15,753,11226.83333,"(42.6705452, -95.1432068)"
2013,IA,Buena Vista,446.83333330000005,3.958333333,805,11309.41667,"(42.6705452, -95.1432068)"
2014,IA,Buena Vista,454.9166667,3.958333333,650,11497.16667,"(42.6705452, -95.1432068)"
2015,IA,Buena Vista,426.6666667,3.675,813,11589.75,"(42.6705452, -95.1432068)"
2010,IA,Cerro Gordo,1681.3333329999996,6.841666667,2539,24564.91667,"(43.1543186, -93.20296750000001)"
2011,IA,Cerro Gordo,1480.75,6.125,3457,24159.41667,"(43.1543186, -93.20296750000001)"
2012,IA,Cerro Gordo,1325.0,5.583333333,3502,23723.25,"(43.1543186, -93.20296750000001)"
2013,IA,Cerro Gordo,1261.25,5.391666667000001,3033,23338.33333,"(43.1543186, -93.20296750000001)"
2014,IA,Cerro Gordo,1080.166667,4.633333333,2704,23265.75,"(43.1543186, -93.20296750000001)"
2015,IA,Cerro Gordo,915.3333332999997,3.966666667,2533,23023.0,"(43.1543186, -93.20296750000001)"
2010,IA,Pottawattamie,2906.75,5.783333333,9617,50343.75,"(41.3911501, -95.4777811)"
2011,IA,Pottawattamie,2767.583333,5.591666667,11455,49537.25,"(41.3911501, -95.4777811)"
2012,IA,Pottawattamie,2450.583333,5.058333333,11705,48461.08333,"(41.3911501, -95.4777811)"
2013,IA,Pottawattamie,2221.916667,4.566666667,11806,48637.25,"(41.3911501, -95.4777811)"
2014,IA,Pottawattamie,2112.083333,4.3,10403,49262.75,"(41.3911501, -95.4777811)"
2015,IA,Pottawattamie,1807.583333,3.683333333,8451,49036.58333,"(41.3911501, -95.4777811)"
2010,ID,Ada,16360.08333,8.316666667,18217,196921.9167,"(43.478767, -116.2420304)"
2011,ID,Ada,14704.5,7.341666667,17175,200186.0833,"(43.478767, -116.2420304)"
2012,ID,Ada,12639.33333,6.191666667000001,18046,204201.5,"(43.478767, -116.2420304)"
2013,ID,Ada,10732.33333,5.208333333,16075,206392.6667,"(43.478767, -116.2420304)"
2014,ID,Ada,8892.666667,4.2,16054,211680.4167,"(43.478767, -116.2420304)"
2015,ID,Ada,7993.583333,3.691666667,16451,217051.25,"(43.478767, -116.2420304)"
2010,ID,Gem,878.0833332999997,11.425,310,7680.25,"(44.0324936, -116.3589245)"
2011,ID,Gem,832.6666667000002,10.825,367,7703.416667,"(44.0324936, -116.3589245)"
2012,ID,Gem,716.4166667000002,9.416666667000001,287,7608.75,"(44.0324936, -116.3589245)"
2013,ID,Gem,587.25,7.85,273,7493.583333,"(44.0324936, -116.3589245)"
2014,ID,Gem,447.08333330000005,5.95,263,7512.166667,"(44.0324936, -116.3589245)"
2015,ID,Gem,402.0,5.341666667,287,7529.5,"(44.0324936, -116.3589245)"
2010,ID,Adams,344.5,18.475,122,1860.166667,"(44.9882561, -116.4916092)"
2011,ID,Adams,311.6666667,17.90833333,60,1743.6666670000004,"(44.9882561, -116.4916092)"
2012,ID,Adams,260.1666667,15.01666667,34,1741.5833329999996,"(44.9882561, -116.4916092)"
2013,ID,Adams,232.5833333,13.65,22,1706.9166670000004,"(44.9882561, -116.4916092)"
2014,ID,Adams,168.16666669999995,10.09166667,48,1676.5,"(44.9882561, -116.4916092)"
2015,ID,Adams,131.5,7.766666667000001,49,1714.5833329999996,"(44.9882561, -116.4916092)"
2010,ID,Boise,321.8333333,10.54166667,62,3047.5,"(43.9604787, -115.8563106)"
2011,ID,Boise,312.4166667,10.225,264,3058.25,"(43.9604787, -115.8563106)"
2012,ID,Boise,282.9166667,9.533333333,341,2965.916667,"(43.9604787, -115.8563106)"
2013,ID,Boise,237.5,8.141666667,235,2918.583333,"(43.9604787, -115.8563106)"
2014,ID,Boise,191.6666667,6.575,204,2918.833333,"(43.9604787, -115.8563106)"
2015,ID,Boise,195.1666667,6.416666667,166,3050.333333,"(43.9604787, -115.8563106)"
2010,ID,Butte,98.41666667,7.3,18,1352.666667,"(43.6448198, -113.1841378)"
2011,ID,Butte,107.75,8.15,14,1323.916667,"(43.6448198, -113.1841378)"
2012,ID,Butte,109.0833333,8.166666667000001,12,1335.416667,"(43.6448198, -113.1841378)"
2013,ID,Butte,88.83333333,6.875,14,1294.833333,"(43.6448198, -113.1841378)"
2014,ID,Butte,70.41666667,5.433333332999999,20,1301.583333,"(43.6448198, -113.1841378)"
2015,ID,Butte,58.33333333,4.583333333,38,1275.833333,"(43.6448198, -113.1841378)"
2010,ID,Camas,82.08333333,12.76666667,20,643.3333332999998,"(43.5093688, -114.8243665)"
2011,ID,Camas,78.5,12.325,28,638.25,"(43.5093688, -114.8243665)"
2012,ID,Camas,60.91666667,9.141666667,20,668.0,"(43.5093688, -114.8243665)"
2013,ID,Camas,40.91666667,6.483333332999999,12,633.25,"(43.5093688, -114.8243665)"
2014,ID,Camas,33.91666667,5.4,4,631.0,"(43.5093688, -114.8243665)"
2015,ID,Camas,22.66666667,3.508333333,26,647.4166667000002,"(43.5093688, -114.8243665)"
2010,ID,Clark,50.16666667,9.475,12,536.5,"(44.1975553, -112.3755497)"
2011,ID,Clark,46.08333333,9.0,24,515.8333333,"(44.1975553, -112.3755497)"
2012,ID,Clark,32.41666667,7.775,16,424.5,"(44.1975553, -112.3755497)"
2013,ID,Clark,26.58333333,6.341666667,12,423.9166667,"(44.1975553, -112.3755497)"
2014,ID,Clark,21.25,4.975,26,442.6666667,"(44.1975553, -112.3755497)"
2015,ID,Clark,14.66666667,3.758333333,12,394.75,"(44.1975553, -112.3755497)"
2010,ID,Idaho,829.6666667000002,12.49166667,373,6653.083333,"(45.9019541, -115.7237433)"
2011,ID,Idaho,824.5,12.34166667,381,6682.666667,"(45.9019541, -115.7237433)"
2012,ID,Idaho,727.75,10.98333333,317,6645.25,"(45.9019541, -115.7237433)"
2013,ID,Idaho,653.0,9.941666667,405,6577.916667,"(45.9019541, -115.7237433)"
2014,ID,Idaho,490.25,7.575,397,6487.416667,"(45.9019541, -115.7237433)"
2015,ID,Idaho,402.8333333,6.316666667000001,355,6395.333333,"(45.9019541, -115.7237433)"
2010,ID,Latah,1280.083333,6.641666667000001,1523,19279.83333,"(46.7360364, -116.6764195)"
2011,ID,Latah,1211.916667,6.291666667,1916,19244.25,"(46.7360364, -116.6764195)"
2012,ID,Latah,1145.416667,5.841666667,1800,19619.25,"(46.7360364, -116.6764195)"
2013,ID,Latah,953.6666667000003,4.933333333,1923,19405.0,"(46.7360364, -116.6764195)"
2014,ID,Latah,786.5833332999998,4.075,1854,19289.33333,"(46.7360364, -116.6764195)"
2015,ID,Latah,680.8333332999998,3.5,1461,19459.33333,"(46.7360364, -116.6764195)"
2010,ID,Lemhi,385.4166667,10.29166667,119,3775.333333,"(45.0364592, -113.9230554)"
2011,ID,Lemhi,376.9166667,10.34166667,200,3665.916667,"(45.0364592, -113.9230554)"
2012,ID,Lemhi,350.9166667,9.916666667000001,122,3566.166667,"(45.0364592, -113.9230554)"
2013,ID,Lemhi,321.8333333,9.416666667000001,156,3433.833333,"(45.0364592, -113.9230554)"
2014,ID,Lemhi,264.1666667,7.908333333,174,3360.5,"(45.0364592, -113.9230554)"
2015,ID,Lemhi,239.1666667,7.141666667000001,82,3376.416667,"(45.0364592, -113.9230554)"
2010,ID,Lewis,104.9166667,6.708333333,83,1570.583333,"(46.2664791, -116.4054092)"
2011,ID,Lewis,97.41666667,6.291666667,64,1553.916667,"(46.2664791, -116.4054092)"
2012,ID,Lewis,86.25,5.416666667,42,1596.083333,"(46.2664791, -116.4054092)"
2013,ID,Lewis,80.75,5.033333333,104,1610.416667,"(46.2664791, -116.4054092)"
2014,ID,Lewis,73.16666667,4.608333333,89,1594.5,"(46.2664791, -116.4054092)"
2015,ID,Lewis,91.91666667,5.8,62,1590.25,"(46.2664791, -116.4054092)"
2010,ID,Power,356.5833333,9.266666667,240,3871.5,"(42.7528492, -112.7684521)"
2011,ID,Power,344.9166667,8.866666667,310,3926.666667,"(42.7528492, -112.7684521)"
2012,ID,Power,318.25,7.891666667000001,230,4086.416667,"(42.7528492, -112.7684521)"
2013,ID,Power,261.9166667,6.666666667,238,3977.25,"(42.7528492, -112.7684521)"
2014,ID,Power,194.9166667,4.958333333,220,3975.833333,"(42.7528492, -112.7684521)"
2015,ID,Power,182.8333333,4.783333333,186,3873.833333,"(42.7528492, -112.7684521)"
2010,ID,Teton,428.0,7.975,164,5445.916667,"(43.7845793, -111.1917625)"
2011,ID,Teton,358.9166667,6.85,104,5325.083333,"(43.7845793, -111.1917625)"
2012,ID,Teton,313.4166667,5.983333332999999,124,5311.0,"(43.7845793, -111.1917625)"
2013,ID,Teton,272.6666667,5.091666667,148,5450.0,"(43.7845793, -111.1917625)"
2014,ID,Teton,226.9166667,4.116666667,106,5619.0,"(43.7845793, -111.1917625)"
2015,ID,Teton,202.6666667,3.541666667,162,5818.333333,"(43.7845793, -111.1917625)"
2010,ID,Blaine,1141.25,9.55,680,11947.58333,"(43.4743428, -113.9664446)"
2011,ID,Blaine,1029.916667,8.683333333,527,11870.08333,"(43.4743428, -113.9664446)"
2012,ID,Blaine,822.6666667000002,7.025,540,11716.41667,"(43.4743428, -113.9664446)"
2013,ID,Blaine,660.5,5.716666667,404,11576.16667,"(43.4743428, -113.9664446)"
2014,ID,Blaine,514.6666667,4.5,445,11455.66667,"(43.4743428, -113.9664446)"
2015,ID,Blaine,424.33333330000005,3.608333333,423,11815.75,"(43.4743428, -113.9664446)"
2010,ID,Bonner,2516.0,12.9,1680,19494.25,"(48.2751783, -116.5931483)"
2011,ID,Bonner,2351.666667,12.33333333,1798,19036.33333,"(48.2751783, -116.5931483)"
2012,ID,Bonner,1948.333333,10.475,2011,18597.0,"(48.2751783, -116.5931483)"
2013,ID,Bonner,1606.416667,8.816666667,1875,18264.75,"(48.2751783, -116.5931483)"
2014,ID,Bonner,1311.5,7.2,1758,18227.83333,"(48.2751783, -116.5931483)"
2015,ID,Bonner,1119.666667,6.058333332999999,1657,18524.41667,"(48.2751783, -116.5931483)"
2010,ID,Canyon,9540.333333,11.24166667,9282,84728.0,"(43.67795810000001, -116.6865435)"
2011,ID,Canyon,9022.75,10.55833333,10166,85469.25,"(43.67795810000001, -116.6865435)"
2012,ID,Canyon,7918.333333,9.116666667,8848,86914.41667,"(43.67795810000001, -116.6865435)"
2013,ID,Canyon,6607.083333,7.541666667,8125,87674.58333,"(43.67795810000001, -116.6865435)"
2014,ID,Canyon,5326.666667,5.983333332999999,10139,89029.66667,"(43.67795810000001, -116.6865435)"
2015,ID,Canyon,4596.833333,5.058333333,9384,90938.41667,"(43.67795810000001, -116.6865435)"
2010,ID,Cassia,787.3333332999998,7.1166666670000005,974,11113.0,"(42.358036, -113.5728501)"
2011,ID,Cassia,738.0,6.6166666670000005,700,11191.16667,"(42.358036, -113.5728501)"
2012,ID,Cassia,644.0833332999998,5.833333333,778,11107.91667,"(42.358036, -113.5728501)"
2013,ID,Cassia,580.8333332999998,5.233333333,959,11109.16667,"(42.358036, -113.5728501)"
2014,ID,Cassia,481.83333330000005,4.3,1064,11236.33333,"(42.358036, -113.5728501)"
2015,ID,Cassia,387.6666667,3.4,682,11451.58333,"(42.358036, -113.5728501)"
2010,ID,Custer,188.3333333,8.35,0,2295.0,"(44.3331898, -114.2614334)"
2011,ID,Custer,183.0833333,8.125,58,2300.25,"(44.3331898, -114.2614334)"
2012,ID,Custer,189.3333333,8.283333333,61,2334.25,"(44.3331898, -114.2614334)"
2013,ID,Custer,184.9166667,8.55,38,2207.083333,"(44.3331898, -114.2614334)"
2014,ID,Custer,147.75,7.091666667,58,2136.333333,"(44.3331898, -114.2614334)"
2015,ID,Custer,142.91666669999995,6.891666667000001,68,2128.833333,"(44.3331898, -114.2614334)"
2010,ID,Elmore,984.25,8.666666667000001,957,11393.25,"(43.1154284, -115.5264458)"
2011,ID,Elmore,912.4166667000003,8.308333333,752,10998.16667,"(43.1154284, -115.5264458)"
2012,ID,Elmore,804.0,7.533333333,764,10669.5,"(43.1154284, -115.5264458)"
2013,ID,Elmore,723.5833332999998,6.725,647,10773.25,"(43.1154284, -115.5264458)"
2014,ID,Elmore,581.0833332999998,5.283333333,744,11006.91667,"(43.1154284, -115.5264458)"
2015,ID,Elmore,512.25,4.775,584,10734.5,"(43.1154284, -115.5264458)"
2010,ID,Jerome,885.5833332999997,8.041666667000001,647,11020.25,"(42.712818, -114.3287857)"
2011,ID,Jerome,832.5,7.516666667000001,972,11106.66667,"(42.712818, -114.3287857)"
2012,ID,Jerome,704.5,6.416666667,826,10974.33333,"(42.712818, -114.3287857)"
2013,ID,Jerome,579.0,5.3,775,10942.58333,"(42.712818, -114.3287857)"
2014,ID,Jerome,447.58333330000005,4.033333333,873,11103.33333,"(42.712818, -114.3287857)"
2015,ID,Jerome,378.6666667,3.308333333,910,11458.08333,"(42.712818, -114.3287857)"
2010,ID,Oneida,120.75,6.025,36,2005.916667,"(42.2059769, -112.5245093)"
2011,ID,Oneida,116.75,5.808333332999999,58,2016.166667,"(42.2059769, -112.5245093)"
2012,ID,Oneida,103.0,4.925,54,2091.083333,"(42.2059769, -112.5245093)"
2013,ID,Oneida,89.58333333,4.275,92,2092.75,"(42.2059769, -112.5245093)"
2014,ID,Oneida,81.5,3.866666667,52,2115.833333,"(42.2059769, -112.5245093)"
2015,ID,Oneida,76.41666667,3.608333333,60,2124.5,"(42.2059769, -112.5245093)"
2010,ID,Owyhee,212.25,4.25,569,5050.666667,"(42.6827359, -116.0622892)"
2011,ID,Owyhee,212.25,4.35,426,4884.916667,"(42.6827359, -116.0622892)"
2012,ID,Owyhee,211.0,4.175,326,5100.166667,"(42.6827359, -116.0622892)"
2013,ID,Owyhee,197.1666667,3.866666667,363,5115.916667,"(42.6827359, -116.0622892)"
2014,ID,Owyhee,186.0,3.733333333,356,5018.75,"(42.6827359, -116.0622892)"
2015,ID,Owyhee,252.5,4.891666667,421,5210.75,"(42.6827359, -116.0622892)"
2010,ID,Valley,736.25,15.85,504,4692.166667,"(44.9204669, -115.7926381)"
2011,ID,Valley,657.0833332999998,14.20833333,522,4653.416667,"(44.9204669, -115.7926381)"
2012,ID,Valley,523.8333333,11.33333333,439,4670.0,"(44.9204669, -115.7926381)"
2013,ID,Valley,463.4166667,10.275,429,4538.75,"(44.9204669, -115.7926381)"
2014,ID,Valley,345.75,7.65,415,4556.666667,"(44.9204669, -115.7926381)"
2015,ID,Valley,298.0833333,6.308333332999999,390,4789.666667,"(44.9204669, -115.7926381)"
2010,ID,Bannock,3281.75,7.991666667,1269,41090.5,"(42.5836362, -112.1430215)"
2011,ID,Bannock,3085.25,7.516666667000001,1453,41041.08333,"(42.5836362, -112.1430215)"
2012,ID,Bannock,2854.416667,6.925,1439,41173.41667,"(42.5836362, -112.1430215)"
2013,ID,Bannock,2415.083333,5.85,1525,41376.75,"(42.5836362, -112.1430215)"
2014,ID,Bannock,1906.333333,4.583333333,1546,41518.66667,"(42.5836362, -112.1430215)"
2015,ID,Bannock,1693.9166670000004,4.05,1320,41860.91667,"(42.5836362, -112.1430215)"
2010,ID,Benewah,572.8333332999998,13.6,72,4208.916667,"(47.2437836, -116.6499425)"
2011,ID,Benewah,551.9166667000002,13.26666667,89,4149.166667,"(47.2437836, -116.6499425)"
2012,ID,Benewah,506.08333330000005,12.15,136,4156.416667,"(47.2437836, -116.6499425)"
2013,ID,Benewah,402.1666667,10.075,133,3987.166667,"(47.2437836, -116.6499425)"
2014,ID,Benewah,321.8333333,8.125,213,3966.333333,"(47.2437836, -116.6499425)"
2015,ID,Benewah,268.4166667,6.675,154,4035.666667,"(47.2437836, -116.6499425)"
2010,ID,Bingham,1646.583333,7.225,1682,22844.91667,"(43.2112303, -112.3624146)"
2011,ID,Bingham,1629.083333,7.15,1750,22835.58333,"(43.2112303, -112.3624146)"
2012,ID,Bingham,1454.833333,6.408333333,1650,22756.91667,"(43.2112303, -112.3624146)"
2013,ID,Bingham,1306.5,5.8666666670000005,1694,22281.16667,"(43.2112303, -112.3624146)"
2014,ID,Bingham,1004.25,4.566666667,1312,22057.25,"(43.2112303, -112.3624146)"
2015,ID,Bingham,912.6666667000003,4.15,1564,22038.58333,"(43.2112303, -112.3624146)"
2010,ID,Caribou,299.75,7.825,80,3840.25,"(42.75386839999999, -111.6660725)"
2011,ID,Caribou,290.3333333,7.508333332999999,102,3883.583333,"(42.75386839999999, -111.6660725)"
2012,ID,Caribou,242.0833333,6.125,92,3970.083333,"(42.75386839999999, -111.6660725)"
2013,ID,Caribou,205.75,5.291666667,296,3894.833333,"(42.75386839999999, -111.6660725)"
2014,ID,Caribou,163.5,4.275,96,3850.5,"(42.75386839999999, -111.6660725)"
