,Year,Average Total Employment,county,state
9578,2012,7578.25,Warren County,NC
9579,2013,7300.833333,Warren County,NC
9580,2014,7221.5,Warren County,NC
9581,2015,7211.916667,Warren County,NC
9582,2010,31081.08333,Wilkes County,NC
9583,2011,31094.58333,Wilkes County,NC
9584,2012,30584.75,Wilkes County,NC
9585,2013,29953.83333,Wilkes County,NC
9586,2014,29546.41667,Wilkes County,NC
9587,2015,29629,Wilkes County,NC
9588,2010,38232.5,Wilson County,NC
9589,2011,38257.91667,Wilson County,NC
9590,2012,38327.33333,Wilson County,NC
9591,2013,38145.66667,Wilson County,NC
9592,2014,37633,Wilson County,NC
9593,2015,36751,Wilson County,NC
9594,2010,18198.16667,Yadkin County,NC
9595,2011,17963.41667,Yadkin County,NC
9596,2012,17964.5,Yadkin County,NC
9597,2013,17877,Yadkin County,NC
9598,2014,17527.83333,Yadkin County,NC
9599,2015,17487.58333,Yadkin County,NC
9600,2010,7809.666667,Yancey County,NC
9601,2011,7873.666667,Yancey County,NC
9602,2012,7974.916667,Yancey County,NC
9603,2013,7807,Yancey County,NC
9604,2014,7491.666667,Yancey County,NC
9605,2015,7415.166667,Yancey County,NC
9606,2010,10068.08333,Caswell County,NC
9607,2011,10108.75,Caswell County,NC
9608,2012,9960.916667,Caswell County,NC
9609,2013,9857.75,Caswell County,NC
9610,2014,9655.916667,Caswell County,NC
9611,2015,9624.083333,Caswell County,NC
9612,2010,77897.91667,Catawba County,NC
9613,2011,76812.16667,Catawba County,NC
9614,2012,76572.33333,Catawba County,NC
9615,2013,76000.33333,Catawba County,NC
9616,2014,74671.58333,Catawba County,NC
9617,2015,75148.33333,Catawba County,NC
9618,2010,30660.83333,Chatham County,NC
9619,2011,31119.75,Chatham County,NC
9620,2012,31616.83333,Chatham County,NC
9621,2013,31556.08333,Chatham County,NC
9622,2014,32249.83333,Chatham County,NC
9623,2015,33382.58333,Chatham County,NC
9624,2010,173001.75,Forsyth County,NC
9625,2011,173620.6667,Forsyth County,NC
9626,2012,176409.25,Forsyth County,NC
9627,2013,177447.75,Forsyth County,NC
9628,2014,177326.9167,Forsyth County,NC
9629,2015,179729.0833,Forsyth County,NC
9630,2010,22790.58333,Halifax County,NC
9631,2011,22345.58333,Halifax County,NC
9632,2012,21941.83333,Halifax County,NC
9633,2013,21761.25,Halifax County,NC
9634,2014,21270.91667,Halifax County,NC
9635,2015,20772.25,Halifax County,NC
9636,2010,48774,Harnett County,NC
9637,2011,49138.25,Harnett County,NC
9638,2012,49718.83333,Harnett County,NC
9639,2013,49675.75,Harnett County,NC
9640,2014,49387.91667,Harnett County,NC
9641,2015,50251.08333,Harnett County,NC
9642,2010,27599.41667,Haywood County,NC
9643,2011,27509.75,Haywood County,NC
9644,2012,27514.75,Haywood County,NC
9645,2013,27581.33333,Haywood County,NC
9646,2014,27254.75,Haywood County,NC
9647,2015,27651.16667,Haywood County,NC
9648,2010,78671.41667,Iredell County,NC
9649,2011,78531.58333,Iredell County,NC
9650,2012,79259.08333,Iredell County,NC
9651,2013,79419.75,Iredell County,NC
9652,2014,79965.91667,Iredell County,NC
9653,2015,82183.16667,Iredell County,NC
9654,2010,18434,Jackson County,NC
9655,2011,18070.66667,Jackson County,NC
9656,2012,18072.75,Jackson County,NC
9657,2013,18420.75,Jackson County,NC
9658,2014,18369.25,Jackson County,NC
9659,2015,18464.66667,Jackson County,NC
9660,2010,39984.5,Lincoln County,NC
9661,2011,39802.91667,Lincoln County,NC
9662,2012,39940.58333,Lincoln County,NC
9663,2013,39873.33333,Lincoln County,NC
9664,2014,39646.16667,Lincoln County,NC
9665,2015,40613.83333,Lincoln County,NC
9666,2010,9389.166667,Madison County,NC
9667,2011,9435.583333,Madison County,NC
9668,2012,9488.916667,Madison County,NC
9669,2013,9486.25,Madison County,NC
9670,2014,9399.166667,Madison County,NC
9671,2015,9469.75,Madison County,NC
9672,2010,5501.916667,Pamlico County,NC
9673,2011,5480.5,Pamlico County,NC
9674,2012,5370.75,Pamlico County,NC
9675,2013,5329.666667,Pamlico County,NC
9676,2014,5302.583333,Pamlico County,NC
9677,2015,5335.666667,Pamlico County,NC
9678,2010,53853,Robeson County,NC
9679,2011,53472.83333,Robeson County,NC
9680,2012,52818.75,Robeson County,NC
9681,2013,52118.66667,Robeson County,NC
9682,2014,51133.91667,Robeson County,NC
9683,2015,51046.33333,Robeson County,NC
9684,2010,29557.91667,Sampson County,NC
9685,2011,29686.16667,Sampson County,NC
9686,2012,29696.91667,Sampson County,NC
9687,2013,29661.08333,Sampson County,NC
9688,2014,29643.83333,Sampson County,NC
9689,2015,29543.08333,Sampson County,NC
9690,2010,1659.583333,Tyrrell County,NC
9691,2011,1633.166667,Tyrrell County,NC
9692,2012,1583.5,Tyrrell County,NC
9693,2013,1562.083333,Tyrrell County,NC
9694,2014,1554.166667,Tyrrell County,NC
9695,2015,1546.833333,Tyrrell County,NC
9696,2010,26882.5,Watauga County,NC
9697,2011,27002.16667,Watauga County,NC
9698,2012,27058.41667,Watauga County,NC
9699,2013,26954.58333,Watauga County,NC
9700,2014,27038.41667,Watauga County,NC
9701,2015,27391.08333,Watauga County,NC
9702,2010,76806.25,Alamance County,NC
9703,2011,77265.5,Alamance County,NC
9704,2012,77999.91667,Alamance County,NC
9705,2013,77240.75,Alamance County,NC
9706,2014,76826.25,Alamance County,NC
9707,2015,77289.33333,Alamance County,NC
9708,2010,21170.5,Beaufort County,NC
9709,2011,21473.08333,Beaufort County,NC
9710,2012,21046.75,Beaufort County,NC
9711,2013,20457.08333,Beaufort County,NC
9712,2014,20095.91667,Beaufort County,NC
9713,2015,20117.58333,Beaufort County,NC
9714,2010,123679.9167,Buncombe County,NC
9715,2011,124660.3333,Buncombe County,NC
9716,2012,126436.8333,Buncombe County,NC
9717,2013,127657,Buncombe County,NC
9718,2014,127749.75,Buncombe County,NC
9719,2015,130400.1667,Buncombe County,NC
9720,2010,89048.83333,Cabarrus County,NC
9721,2011,89829.08333,Cabarrus County,NC
9722,2012,91360.83333,Cabarrus County,NC
9723,2013,92217.41667,Cabarrus County,NC
9724,2014,94340.08333,Cabarrus County,NC
9725,2015,97608.33333,Cabarrus County,NC
9726,2010,38212.08333,Caldwell County,NC
9727,2011,37342.75,Caldwell County,NC
9728,2012,36895.58333,Caldwell County,NC
9729,2013,36369.08333,Caldwell County,NC
9730,2014,35502,Caldwell County,NC
9731,2015,35464.66667,Caldwell County,NC
9732,2010,31379,Carteret County,NC
9733,2011,30965.08333,Carteret County,NC
9734,2012,31501.5,Carteret County,NC
9735,2013,31177.75,Carteret County,NC
9736,2014,31087.83333,Carteret County,NC
9737,2015,31334.33333,Carteret County,NC
9738,2010,11653.83333,Cherokee County,NC
9739,2011,11594.16667,Cherokee County,NC
9740,2012,11422.25,Cherokee County,NC
9741,2013,11263.25,Cherokee County,NC
9742,2014,11106.91667,Cherokee County,NC
9743,2015,11120.25,Cherokee County,NC
9744,2010,24184.08333,Columbus County,NC
9745,2011,23939.75,Columbus County,NC
9746,2012,23182.25,Columbus County,NC
9747,2013,24083.91667,Columbus County,NC
9748,2014,23030,Columbus County,NC
9749,2015,22609.66667,Columbus County,NC
9750,2010,80621.58333,Davidson County,NC
9751,2011,79405.75,Davidson County,NC
9752,2012,79611.41667,Davidson County,NC
9753,2013,79304,Davidson County,NC
9754,2014,78405.41667,Davidson County,NC
9755,2015,78735.08333,Davidson County,NC
9756,2010,27954.08333,Franklin County,NC
9757,2011,27940.83333,Franklin County,NC
9758,2012,28165.16667,Franklin County,NC
9759,2013,28238.16667,Franklin County,NC
9760,2014,28303.33333,Franklin County,NC
9761,2015,28714.58333,Franklin County,NC
9762,2010,252010,Guilford County,NC
9763,2011,253095,Guilford County,NC
9764,2012,254739.0833,Guilford County,NC
9765,2013,255227.6667,Guilford County,NC
9766,2014,253378.6667,Guilford County,NC
9767,2015,256282.1667,Guilford County,NC
9768,2010,9829.25,Hertford County,NC
9769,2011,9631.25,Hertford County,NC
9770,2012,9573.833333,Hertford County,NC
9771,2013,9502.083333,Hertford County,NC
9772,2014,9385.666667,Hertford County,NC
9773,2015,9221.666667,Hertford County,NC
9774,2010,81701,Johnston County,NC
9775,2011,82456.41667,Johnston County,NC
9776,2012,83522.33333,Johnston County,NC
9777,2013,84435.66667,Johnston County,NC
9778,2014,85885.08333,Johnston County,NC
9779,2015,88158.58333,Johnston County,NC
9780,2010,20610.33333,McDowell County,NC
9781,2011,20594.25,McDowell County,NC
9782,2012,20596.08333,McDowell County,NC
9783,2013,20426.16667,McDowell County,NC
9784,2014,20811.08333,McDowell County,NC
9785,2015,21259.58333,McDowell County,NC
9786,2010,6807.083333,Mitchell County,NC
9787,2011,6737.583333,Mitchell County,NC
9788,2012,6648.583333,Mitchell County,NC
9789,2013,6668.416667,Mitchell County,NC
9790,2014,6536.25,Mitchell County,NC
9791,2015,6310.166667,Mitchell County,NC
9792,2010,69398.75,Randolph County,NC
9793,2011,68708.08333,Randolph County,NC
9794,2012,68474.33333,Randolph County,NC
9795,2013,67952.75,Randolph County,NC
9796,2014,66647.91667,Randolph County,NC
9797,2015,66640.41667,Randolph County,NC
9798,2010,18926.58333,Richmond County,NC
9799,2011,18284.58333,Richmond County,NC
9800,2012,17929,Richmond County,NC
9801,2013,17436.08333,Richmond County,NC
9802,2014,16939.41667,Richmond County,NC
9803,2015,16926.08333,Richmond County,NC
9804,2010,13097.66667,Scotland County,NC
9805,2011,12855.16667,Scotland County,NC
9806,2012,12462.33333,Scotland County,NC
9807,2013,12249.83333,Scotland County,NC
9808,2014,11996.58333,Scotland County,NC
9809,2015,11860.08333,Scotland County,NC
9810,2010,18259.33333,Alexander County,NC
9811,2011,17893.08333,Alexander County,NC
9812,2012,17674.08333,Alexander County,NC
9813,2013,17479.33333,Alexander County,NC
9814,2014,17470.33333,Alexander County,NC
9815,2015,17538.75,Alexander County,NC
9816,2010,4747.166667,Alleghany County,NC
9817,2011,4630.25,Alleghany County,NC
9818,2012,4603.666667,Alleghany County,NC
9819,2013,4418.083333,Alleghany County,NC
9820,2014,4392.333333,Alleghany County,NC
9821,2015,4466.75,Alleghany County,NC
9822,2010,46528.25,Brunswick County,NC
9823,2011,47015.5,Brunswick County,NC
9824,2012,47347.25,Brunswick County,NC
9825,2013,47686.91667,Brunswick County,NC
9826,2014,47714.58333,Brunswick County,NC
9827,2015,48537.08333,Brunswick County,NC
9828,2010,45632.33333,Cleveland County,NC
9829,2011,45873,Cleveland County,NC
9830,2012,45749,Cleveland County,NC
9831,2013,46531.16667,Cleveland County,NC
9832,2014,45989.91667,Cleveland County,NC
9833,2015,46086.58333,Cleveland County,NC
9834,2010,12189.41667,Currituck County,NC
9835,2011,12349.58333,Currituck County,NC
9836,2012,12460.25,Currituck County,NC
9837,2013,12600.91667,Currituck County,NC
9838,2014,12716.66667,Currituck County,NC
9839,2015,12848.08333,Currituck County,NC
9840,2010,25501.16667,Edgecombe County,NC
9841,2011,24925.25,Edgecombe County,NC
9842,2012,24357.83333,Edgecombe County,NC
9843,2013,23959.5,Edgecombe County,NC
9844,2014,23245,Edgecombe County,NC
9845,2015,22819.5,Edgecombe County,NC
9846,2010,27383.08333,Granville County,NC
9847,2011,27862.08333,Granville County,NC
9848,2012,28301.08333,Granville County,NC
9849,2013,28334.75,Granville County,NC
9850,2014,28137.5,Granville County,NC
9851,2015,28531.5,Granville County,NC
9852,2010,48300.5,Henderson County,NC
9853,2011,48401.41667,Henderson County,NC
9854,2012,48588.08333,Henderson County,NC
9855,2013,49053.33333,Henderson County,NC
9856,2014,49434.25,Henderson County,NC
9857,2015,50659.16667,Henderson County,NC
9858,2010,131095.6667,Cumberland County,NC
9859,2011,132538.5,Cumberland County,NC
9860,2012,132432.5833,Cumberland County,NC
9861,2013,130857.8333,Cumberland County,NC
9862,2014,127591.6667,Cumberland County,NC
9863,2015,126259.1667,Cumberland County,NC
9864,2010,11443.33333,Montgomery County,NC
9865,2011,11504.16667,Montgomery County,NC
9866,2012,11553.83333,Montgomery County,NC
9867,2013,11679.58333,Montgomery County,NC
9868,2014,11473.83333,Montgomery County,NC
9869,2015,11625.25,Montgomery County,NC
9870,2010,18498.08333,Pasquotank County,NC
9871,2011,18269,Pasquotank County,NC
9872,2012,18123.58333,Pasquotank County,NC
9873,2013,17676.33333,Pasquotank County,NC
9874,2014,17281.08333,Pasquotank County,NC
9875,2015,17450.58333,Pasquotank County,NC
9876,2010,5334.25,Perquimans County,NC
9877,2011,5302.333333,Perquimans County,NC
9878,2012,5266,Perquimans County,NC
9879,2013,5222.916667,Perquimans County,NC
9880,2014,5102,Perquimans County,NC
9881,2015,5155.916667,Perquimans County,NC
9882,2010,44209.91667,Rockingham County,NC
9883,2011,43567.16667,Rockingham County,NC
9884,2012,43033,Rockingham County,NC
9885,2013,42155.66667,Rockingham County,NC
9886,2014,41126.16667,Rockingham County,NC
9887,2015,41120.58333,Rockingham County,NC
9888,2010,26978.66667,Rutherford County,NC
9889,2011,26482,Rutherford County,NC
9890,2012,26779.83333,Rutherford County,NC
9891,2013,25934.66667,Rutherford County,NC
9892,2014,25459.83333,Rutherford County,NC
9893,2015,25050.58333,Rutherford County,NC
9894,2010,5692.166667,Washington County,NC
9895,2011,4988.916667,Washington County,NC
9896,2012,4871.083333,Washington County,NC
9897,2013,5300.666667,Washington County,NC
9898,2014,5041.75,Washington County,NC
9899,2015,4966.583333,Washington County,NC
9900,2010,502428.25,Mecklenburg County,NC
9901,2011,513764.75,Mecklenburg County,NC
9902,2012,527788,Mecklenburg County,NC
9903,2013,537142.8333,Mecklenburg County,NC
9904,2014,548085.75,Mecklenburg County,NC
9905,2015,565287.4167,Mecklenburg County,NC
9906,2010,107582.4167,New Hanover County,NC
9907,2011,107500.6667,New Hanover County,NC
9908,2012,108851,New Hanover County,NC
9909,2013,109519.75,New Hanover County,NC
9910,2014,110572.25,New Hanover County,NC
9911,2015,113387.9167,New Hanover County,NC
9912,2010,8702.416667,Northampton County,NC
9913,2011,8630.25,Northampton County,NC
9914,2012,8297,Northampton County,NC
9915,2013,8158.083333,Northampton County,NC
9916,2014,7945.333333,Northampton County,NC
9917,2015,7865.833333,Northampton County,NC
9918,2010,13805.33333,Transylvania County,NC
9919,2011,13392.91667,Transylvania County,NC
9920,2012,13455.58333,Transylvania County,NC
9921,2013,13397.58333,Transylvania County,NC
9922,2014,13344.83333,Transylvania County,NC
9923,2015,13545.91667,Transylvania County,NC
9924,2010,88823.58333,Cass County,ND
9925,2011,89620.33333,Cass County,ND
9926,2012,89610,Cass County,ND
9927,2013,91441.58333,Cass County,ND
9928,2014,92833.75,Cass County,ND
9929,2015,95417.66667,Cass County,ND
9930,2010,2300.666667,Dunn County,ND
9931,2011,2928.5,Dunn County,ND
9932,2012,3679.166667,Dunn County,ND
9933,2013,4107.333333,Dunn County,ND
9934,2014,4298.25,Dunn County,ND
9935,2015,4020.25,Dunn County,ND
9936,2010,1297.25,Eddy County,ND
9937,2011,1272.5,Eddy County,ND
9938,2012,1249.666667,Eddy County,ND
9939,2013,1271.166667,Eddy County,ND
9940,2014,1291.666667,Eddy County,ND
9941,2015,1270.916667,Eddy County,ND
9942,2010,31526.5,Ward County,ND
9943,2011,32490.66667,Ward County,ND
9944,2012,33954.75,Ward County,ND
9945,2013,34493,Ward County,ND
9946,2014,34553.08333,Ward County,ND
9947,2015,34298.58333,Ward County,ND
9948,2010,1202.083333,Adams County,ND
9949,2011,1164.166667,Adams County,ND
9950,2012,1111.75,Adams County,ND
9951,2013,1110.833333,Adams County,ND
9952,2014,1112.666667,Adams County,ND
9953,2015,1109.333333,Adams County,ND
9954,2010,1130.083333,Burke County,ND
9955,2011,1235.083333,Burke County,ND
9956,2012,1375.75,Burke County,ND
9957,2013,1388,Burke County,ND
9958,2014,1299,Burke County,ND
9959,2015,1181.833333,Burke County,ND
9960,2010,1422.75,Grant County,ND
9961,2011,1392.583333,Grant County,ND
9962,2012,1300,Grant County,ND
9963,2013,1275.333333,Grant County,ND
9964,2014,1297.583333,Grant County,ND
9965,2015,1319.833333,Grant County,ND
9966,2010,1000.833333,Logan County,ND
9967,2011,977.9166667,Logan County,ND
9968,2012,908,Logan County,ND
9969,2013,917.5833333,Logan County,ND
9970,2014,928.75,Logan County,ND
9971,2015,948.25,Logan County,ND
9972,2010,1307.333333,Sioux County,ND
9973,2011,1329.75,Sioux County,ND
9974,2012,1307.083333,Sioux County,ND
9975,2013,1314.833333,Sioux County,ND
9976,2014,1301.416667,Sioux County,ND
9977,2015,1293.916667,Sioux County,ND
9978,2010,469.0833333,Slope County,ND
9979,2011,493.4166667,Slope County,ND
9980,2012,528.8333333,Slope County,ND
9981,2013,522.5833333,Slope County,ND
9982,2014,512,Slope County,ND
9983,2015,464.5,Slope County,ND
9984,2010,14546.08333,Stark County,ND
9985,2011,16072,Stark County,ND
9986,2012,18262.25,Stark County,ND
9987,2013,19478.41667,Stark County,ND
9988,2014,21338.41667,Stark County,ND
9989,2015,20297.5,Stark County,ND
9990,2010,6222.416667,Walsh County,ND
9991,2011,5967.416667,Walsh County,ND
9992,2012,5666.583333,Walsh County,ND
9993,2013,5626.333333,Walsh County,ND
9994,2014,5576.25,Walsh County,ND
9995,2015,5579.916667,Walsh County,ND
9996,2010,2327.416667,Wells County,ND
9997,2011,2311.166667,Wells County,ND
9998,2012,2227.5,Wells County,ND
9999,2013,2214.166667,Wells County,ND
10000,2014,2194.416667,Wells County,ND
10001,2015,2172.916667,Wells County,ND
10002,2010,6186.166667,Barnes County,ND
10003,2011,6045.916667,Barnes County,ND
10004,2012,5753.75,Barnes County,ND
10005,2013,5712.333333,Barnes County,ND
10006,2014,5599,Barnes County,ND
10007,2015,5646.583333,Barnes County,ND
10008,2010,2914.916667,Benson County,ND
10009,2011,2929.416667,Benson County,ND
10010,2012,2774.916667,Benson County,ND
10011,2013,2548.416667,Benson County,ND
10012,2014,2514.333333,Benson County,ND
10013,2015,2480.166667,Benson County,ND
10014,2010,1771.166667,Bowman County,ND
10015,2011,1876.166667,Bowman County,ND
10016,2012,1918.333333,Bowman County,ND
10017,2013,1998.5,Bowman County,ND
10018,2014,1894.666667,Bowman County,ND
10019,2015,1862.666667,Bowman County,ND
10020,2010,2856,Dickey County,ND
10021,2011,2823.166667,Dickey County,ND
10022,2012,2708.833333,Dickey County,ND
10023,2013,2661.166667,Dickey County,ND
10024,2014,2588.416667,Dickey County,ND
10025,2015,2553.083333,Dickey County,ND
10026,2010,1382.583333,Divide County,ND
10027,2011,1579.5,Divide County,ND
10028,2012,1787.25,Divide County,ND
10029,2013,1773.833333,Divide County,ND
10030,2014,1873.583333,Divide County,ND
10031,2015,1816.25,Divide County,ND
