,Year,Average (Monthly) Number Unemployed,county,state
11166,2010,347.1666667,Los Alamos County,NM
11167,2011,327.9166667,Los Alamos County,NM
11168,2012,350.1666667,Los Alamos County,NM
11169,2013,364.0833333,Los Alamos County,NM
11170,2014,349.1666667,Los Alamos County,NM
11171,2015,341.4166667,Los Alamos County,NM
11172,2010,1646.583333,Rio Arriba County,NM
11173,2011,1599.833333,Rio Arriba County,NM
11174,2012,1569.416667,Rio Arriba County,NM
11175,2013,1590.583333,Rio Arriba County,NM
11176,2014,1448.833333,Rio Arriba County,NM
11177,2015,1323.25,Rio Arriba County,NM
11178,2010,1073.083333,San Miguel County,NM
11179,2011,1054.416667,San Miguel County,NM
11180,2012,987.5833333,San Miguel County,NM
11181,2013,927.0833333,San Miguel County,NM
11182,2014,895.5833333,San Miguel County,NM
11183,2015,845.5,San Miguel County,NM
11184,2010,2888.666667,Nye County,NV
11185,2011,2828.833333,Nye County,NV
11186,2012,2407.666667,Nye County,NV
11187,2013,1987.25,Nye County,NV
11188,2014,1571.833333,Nye County,NV
11189,2015,1407.083333,Nye County,NV
11190,2010,2070.083333,Elko County,NV
11191,2011,2037.666667,Elko County,NV
11192,2012,1850.416667,Elko County,NV
11193,2013,1786.666667,Elko County,NV
11194,2014,1571.5,Elko County,NV
11195,2015,1382.583333,Elko County,NV
11196,2010,4021.666667,Lyon County,NV
11197,2011,3847.833333,Lyon County,NV
11198,2012,3324.75,Lyon County,NV
11199,2013,2855.666667,Lyon County,NV
11200,2014,2334.416667,Lyon County,NV
11201,2015,2038.166667,Lyon County,NV
11202,2010,135431.1667,Clark County,NV
11203,2011,131620.75,Clark County,NV
11204,2012,112499.5,Clark County,NV
11205,2013,97368.58333,Clark County,NV
11206,2014,81473.16667,Clark County,NV
11207,2015,71069.83333,Clark County,NV
11208,2010,79.5,Eureka County,NV
11209,2011,74.08333333,Eureka County,NV
11210,2012,67.08333333,Eureka County,NV
11211,2013,66.33333333,Eureka County,NV
11212,2014,61.08333333,Eureka County,NV
11213,2015,59.41666667,Eureka County,NV
11214,2010,293.25,Lander County,NV
11215,2011,283.25,Lander County,NV
11216,2012,253.3333333,Lander County,NV
11217,2013,259.3333333,Lander County,NV
11218,2014,223.4166667,Lander County,NV
11219,2015,218.25,Lander County,NV
11220,2010,336.75,Storey County,NV
11221,2011,310.4166667,Storey County,NV
11222,2012,254.9166667,Storey County,NV
11223,2013,219.5,Storey County,NV
11224,2014,168.75,Storey County,NV
11225,2015,139,Storey County,NV
11226,2010,28536.08333,Washoe County,NV
11227,2011,27900.75,Washoe County,NV
11228,2012,24388.33333,Washoe County,NV
11229,2013,20988.5,Washoe County,NV
11230,2014,16890.08333,Washoe County,NV
11231,2015,14131.66667,Washoe County,NV
11232,2010,3177.416667,Douglas County,NV
11233,2011,3068.75,Douglas County,NV
11234,2012,2608.5,Douglas County,NV
11235,2013,2190,Douglas County,NV
11236,2014,1785.5,Douglas County,NV
11237,2015,1514.333333,Douglas County,NV
11238,2010,213.25,Lincoln County,NV
11239,2011,230.75,Lincoln County,NV
11240,2012,219.75,Lincoln County,NV
11241,2013,194.8333333,Lincoln County,NV
11242,2014,145.0833333,Lincoln County,NV
11243,2015,118.5,Lincoln County,NV
11244,2010,334.9166667,Mineral County,NV
11245,2011,311.5,Mineral County,NV
11246,2012,258.5,Mineral County,NV
11247,2013,230.75,Mineral County,NV
11248,2014,186.25,Mineral County,NV
11249,2015,165.6666667,Mineral County,NV
11250,2010,724.4166667,Humboldt County,NV
11251,2011,684.1666667,Humboldt County,NV
11252,2012,601.75,Humboldt County,NV
11253,2013,582.25,Humboldt County,NV
11254,2014,558.25,Humboldt County,NV
11255,2015,492.9166667,Humboldt County,NV
11256,2010,253.8333333,Pershing County,NV
11257,2011,266.5833333,Pershing County,NV
11258,2012,252.4166667,Pershing County,NV
11259,2013,235.25,Pershing County,NV
11260,2014,186.9166667,Pershing County,NV
11261,2015,170.0833333,Pershing County,NV
11262,2010,1384.5,Churchill County,NV
11263,2011,1404.25,Churchill County,NV
11264,2012,1223.5,Churchill County,NV
11265,2013,1036.416667,Churchill County,NV
11266,2014,825.5833333,Churchill County,NV
11267,2015,731.1666667,Churchill County,NV
11268,2010,37.5,Esmeralda County,NV
11269,2011,33.08333333,Esmeralda County,NV
11270,2012,32.5,Esmeralda County,NV
11271,2013,26.33333333,Esmeralda County,NV
11272,2014,23.91666667,Esmeralda County,NV
11273,2015,23,Esmeralda County,NV
11274,2010,420.75,White Pine County,NV
11275,2011,442.75,White Pine County,NV
11276,2012,387.3333333,White Pine County,NV
11277,2013,358.3333333,White Pine County,NV
11278,2014,294.8333333,White Pine County,NV
11279,2015,256.5833333,White Pine County,NV
11280,2010,38712.91667,Erie County,NY
11281,2011,36646.08333,Erie County,NY
11282,2012,38356.91667,Erie County,NY
11283,2013,34122.25,Erie County,NY
11284,2014,27449.66667,Erie County,NY
11285,2015,24000.5,Erie County,NY
11286,2010,69810.08333,Bronx County,NY
11287,2011,69717.91667,Bronx County,NY
11288,2012,73955.83333,Bronx County,NY
11289,2013,71033.41667,Bronx County,NY
11290,2014,59635.91667,Bronx County,NY
11291,2015,47677.83333,Bronx County,NY
11292,2010,1714.833333,Essex County,NY
11293,2011,1654.916667,Essex County,NY
11294,2012,1738.916667,Essex County,NY
11295,2013,1498.416667,Essex County,NY
11296,2014,1212.333333,Essex County,NY
11297,2015,1046.333333,Essex County,NY
11298,2010,115521.4167,Kings County,NY
11299,2011,111959.0833,Kings County,NY
11300,2012,116363,Kings County,NY
11301,2013,113363,Kings County,NY
11302,2014,93356.25,Kings County,NY
11303,2015,72514.16667,Kings County,NY
11304,2010,1164.333333,Lewis County,NY
11305,2011,1196.333333,Lewis County,NY
11306,2012,1226.333333,Lewis County,NY
11307,2013,1157.583333,Lewis County,NY
11308,2014,934.5833333,Lewis County,NY
11309,2015,817.5833333,Lewis County,NY
11310,2010,2119.916667,Tioga County,NY
11311,2011,1985.666667,Tioga County,NY
11312,2012,2009,Tioga County,NY
11313,2013,1777.666667,Tioga County,NY
11314,2014,1455.583333,Tioga County,NY
11315,2015,1301.416667,Tioga County,NY
11316,2010,4202.25,Wayne County,NY
11317,2011,3911.583333,Wayne County,NY
11318,2012,3992.916667,Wayne County,NY
11319,2013,3482.333333,Wayne County,NY
11320,2014,2753.083333,Wayne County,NY
11321,2015,2367.916667,Wayne County,NY
11322,2010,902.5,Yates County,NY
11323,2011,904.75,Yates County,NY
11324,2012,943.3333333,Yates County,NY
11325,2013,819.0833333,Yates County,NY
11326,2014,663.5833333,Yates County,NY
11327,2015,587.5833333,Yates County,NY
11328,2010,11247.41667,Albany County,NY
11329,2011,10958.58333,Albany County,NY
11330,2012,11397.08333,Albany County,NY
11331,2013,9745.583333,Albany County,NY
11332,2014,7717.166667,Albany County,NY
11333,2015,6922.333333,Albany County,NY
11334,2010,8528.333333,Broome County,NY
11335,2011,8148.166667,Broome County,NY
11336,2012,8177.333333,Broome County,NY
11337,2013,7155,Broome County,NY
11338,2014,5864.166667,Broome County,NY
11339,2015,5199.583333,Broome County,NY
11340,2010,3405.083333,Cayuga County,NY
11341,2011,3168.916667,Cayuga County,NY
11342,2012,3228.833333,Cayuga County,NY
11343,2013,2864.916667,Cayuga County,NY
11344,2014,2260.5,Cayuga County,NY
11345,2015,1988.083333,Cayuga County,NY
11346,2010,2768.416667,Fulton County,NY
11347,2011,2697.833333,Fulton County,NY
11348,2012,2796.5,Fulton County,NY
11349,2013,2342.833333,Fulton County,NY
11350,2014,1803.416667,Fulton County,NY
11351,2015,1516,Fulton County,NY
11352,2010,2004.333333,Greene County,NY
11353,2011,2023.5,Greene County,NY
11354,2012,2140.666667,Greene County,NY
11355,2013,1869.916667,Greene County,NY
11356,2014,1403.916667,Greene County,NY
11357,2015,1171,Greene County,NY
11358,2010,30404.75,Monroe County,NY
11359,2011,28687.41667,Monroe County,NY
11360,2012,29651.91667,Monroe County,NY
11361,2013,26132.5,Monroe County,NY
11362,2014,21210.25,Monroe County,NY
11363,2015,18596.58333,Monroe County,NY
11364,2010,49316.58333,Nassau County,NY
11365,2011,46601.5,Nassau County,NY
11366,2012,48803.66667,Nassau County,NY
11367,2013,41191.16667,Nassau County,NY
11368,2014,32882.25,Nassau County,NY
11369,2015,29585.5,Nassau County,NY
11370,2010,8563.916667,Oneida County,NY
11371,2011,8707.5,Oneida County,NY
11372,2012,8946.5,Oneida County,NY
11373,2013,7969.75,Oneida County,NY
11374,2014,6323.416667,Oneida County,NY
11375,2015,5470.583333,Oneida County,NY
11376,2010,14464.5,Orange County,NY
11377,2011,13797.83333,Orange County,NY
11378,2012,14206.91667,Orange County,NY
11379,2013,12227.5,Orange County,NY
11380,2014,9667.333333,Orange County,NY
11381,2015,8331,Orange County,NY
11382,2010,6268.166667,Oswego County,NY
11383,2011,6242.083333,Oswego County,NY
11384,2012,6356.583333,Oswego County,NY
11385,2013,5648.25,Oswego County,NY
11386,2014,4465,Oswego County,NY
11387,2015,3895.916667,Oswego County,NY
11388,2010,2411.25,Otsego County,NY
11389,2011,2425.333333,Otsego County,NY
11390,2012,2471.75,Otsego County,NY
11391,2013,2121.083333,Otsego County,NY
11392,2014,1718.083333,Otsego County,NY
11393,2015,1555.166667,Otsego County,NY
11394,2010,3786.666667,Putnam County,NY
11395,2011,3626.666667,Putnam County,NY
11396,2012,3704.25,Putnam County,NY
11397,2013,3119.75,Putnam County,NY
11398,2014,2476.416667,Putnam County,NY
11399,2015,2168,Putnam County,NY
11400,2010,95412.25,Queens County,NY
11401,2011,89670.58333,Queens County,NY
11402,2012,93147.75,Queens County,NY
11403,2013,88426.33333,Queens County,NY
11404,2014,73792.66667,Queens County,NY
11405,2015,58734.83333,Queens County,NY
11406,2010,1345.416667,Seneca County,NY
11407,2011,1275.166667,Seneca County,NY
11408,2012,1296.083333,Seneca County,NY
11409,2013,1104.583333,Seneca County,NY
11410,2014,876.4166667,Seneca County,NY
11411,2015,812.0833333,Seneca County,NY
11412,2010,7295.666667,Ulster County,NY
11413,2011,7166.333333,Ulster County,NY
11414,2012,7537,Ulster County,NY
11415,2013,6451.333333,Ulster County,NY
11416,2014,5036.416667,Ulster County,NY
11417,2015,4264.333333,Ulster County,NY
11418,2010,3072.083333,Warren County,NY
11419,2011,3000.333333,Warren County,NY
11420,2012,3100.916667,Warren County,NY
11421,2013,2710,Warren County,NY
11422,2014,2135.25,Warren County,NY
11423,2015,1793.583333,Warren County,NY
11424,2010,3489.333333,Chemung County,NY
11425,2011,3196.583333,Chemung County,NY
11426,2012,3411.416667,Chemung County,NY
11427,2013,3130.166667,Chemung County,NY
11428,2014,2397.083333,Chemung County,NY
11429,2015,2207.833333,Chemung County,NY
11430,2010,3892.333333,Clinton County,NY
11431,2011,3683.75,Clinton County,NY
11432,2012,3574.083333,Clinton County,NY
11433,2013,3090.5,Clinton County,NY
11434,2014,2387.416667,Clinton County,NY
11435,2015,2101.166667,Clinton County,NY
11436,2010,2541.166667,Genesee County,NY
11437,2011,2406,Genesee County,NY
11438,2012,2441.583333,Genesee County,NY
11439,2013,2087.416667,Genesee County,NY
11440,2014,1667.583333,Genesee County,NY
11441,2015,1496.416667,Genesee County,NY
11442,2010,2954.75,Madison County,NY
11443,2011,2836.666667,Madison County,NY
11444,2012,2944.666667,Madison County,NY
11445,2013,2618.083333,Madison County,NY
11446,2014,2152,Madison County,NY
11447,2015,1876.333333,Madison County,NY
11448,2010,10379.83333,Niagara County,NY
11449,2011,9651,Niagara County,NY
11450,2012,9856.25,Niagara County,NY
11451,2013,8893.166667,Niagara County,NY
11452,2014,7156.666667,Niagara County,NY
11453,2015,6258.583333,Niagara County,NY
11454,2010,4191.833333,Ontario County,NY
11455,2011,3951,Ontario County,NY
11456,2012,4075.416667,Ontario County,NY
11457,2013,3514.083333,Ontario County,NY
11458,2014,2873,Ontario County,NY
11459,2015,2610,Ontario County,NY
11460,2010,1834.75,Orleans County,NY
11461,2011,1737.416667,Orleans County,NY
11462,2012,1827.5,Orleans County,NY
11463,2013,1700.833333,Orleans County,NY
11464,2014,1386.833333,Orleans County,NY
11465,2015,1142.916667,Orleans County,NY
11466,2010,4523.416667,Steuben County,NY
11467,2011,4203.666667,Steuben County,NY
11468,2012,4278.75,Steuben County,NY
11469,2013,3857.416667,Steuben County,NY
11470,2014,3048.25,Steuben County,NY
11471,2015,2762.25,Steuben County,NY
11472,2010,60265.41667,Suffolk County,NY
11473,2011,58603.25,Suffolk County,NY
11474,2012,60667.25,Suffolk County,NY
11475,2013,51585.25,Suffolk County,NY
11476,2014,41390.66667,Suffolk County,NY
11477,2015,36707.58333,Suffolk County,NY
11478,2010,1840.916667,Wyoming County,NY
11479,2011,1648.916667,Wyoming County,NY
11480,2012,1672.916667,Wyoming County,NY
11481,2013,1491.083333,Wyoming County,NY
11482,2014,1200.916667,Wyoming County,NY
11483,2015,1040,Wyoming County,NY
11484,2010,2218,Allegany County,NY
11485,2011,2111.583333,Allegany County,NY
11486,2012,1994.25,Allegany County,NY
11487,2013,1785.333333,Allegany County,NY
11488,2014,1455.666667,Allegany County,NY
11489,2015,1328.5,Allegany County,NY
11490,2010,2182.166667,Chenango County,NY
11491,2011,2070.25,Chenango County,NY
11492,2012,2082.5,Chenango County,NY
11493,2013,1761.916667,Chenango County,NY
11494,2014,1445.583333,Chenango County,NY
11495,2015,1264.333333,Chenango County,NY
11496,2010,2348.25,Columbia County,NY
11497,2011,2236.083333,Columbia County,NY
11498,2012,2229.5,Columbia County,NY
11499,2013,1911.416667,Columbia County,NY
11500,2014,1482.166667,Columbia County,NY
11501,2015,1257.25,Columbia County,NY
11502,2010,2170.75,Cortland County,NY
11503,2011,2056.5,Cortland County,NY
11504,2012,2110.833333,Cortland County,NY
11505,2013,1882.333333,Cortland County,NY
11506,2014,1545,Cortland County,NY
11507,2015,1374.75,Cortland County,NY
11508,2010,1965.916667,Delaware County,NY
11509,2011,1883.5,Delaware County,NY
11510,2012,1886.583333,Delaware County,NY
11511,2013,1656.083333,Delaware County,NY
11512,2014,1319.916667,Delaware County,NY
11513,2015,1174.25,Delaware County,NY
11514,2010,11516.58333,Dutchess County,NY
11515,2011,10983.75,Dutchess County,NY
11516,2012,11394.83333,Dutchess County,NY
11517,2013,9707.333333,Dutchess County,NY
11518,2014,7592.083333,Dutchess County,NY
11519,2015,6462.333333,Dutchess County,NY
11520,2010,1996,Franklin County,NY
11521,2011,1981,Franklin County,NY
11522,2012,2084.083333,Franklin County,NY
11523,2013,1903.75,Franklin County,NY
11524,2014,1493.166667,Franklin County,NY
11525,2015,1303.583333,Franklin County,NY
11526,2010,246.1666667,Hamilton County,NY
11527,2011,240.8333333,Hamilton County,NY
11528,2012,261.9166667,Hamilton County,NY
11529,2013,231.9166667,Hamilton County,NY
11530,2014,181.0833333,Hamilton County,NY
11531,2015,164.8333333,Hamilton County,NY
11532,2010,2711.333333,Herkimer County,NY
11533,2011,2675.25,Herkimer County,NY
11534,2012,2677,Herkimer County,NY
11535,2013,2347.5,Herkimer County,NY
11536,2014,1963.75,Herkimer County,NY
11537,2015,1779.916667,Herkimer County,NY
11538,2010,75648.83333,New York County,NY
11539,2011,68948.66667,New York County,NY
11540,2012,71860.83333,New York County,NY
11541,2013,67951.25,New York County,NY
11542,2014,55901,New York County,NY
11543,2015,44786.33333,New York County,NY
11544,2010,19024.33333,Onondaga County,NY
11545,2011,17947.5,Onondaga County,NY
11546,2012,18349.25,Onondaga County,NY
11547,2013,15848.83333,Onondaga County,NY
11548,2014,12542.58333,Onondaga County,NY
11549,2015,11014.83333,Onondaga County,NY
11550,2010,20460,Richmond County,NY
11551,2011,19849.83333,Richmond County,NY
11552,2012,20653.66667,Richmond County,NY
11553,2013,19835.08333,Richmond County,NY
11554,2014,16499.91667,Richmond County,NY
11555,2015,12961.91667,Richmond County,NY
11556,2010,11173.91667,Rockland County,NY
11557,2011,10627.66667,Rockland County,NY
11558,2012,10999.58333,Rockland County,NY
11559,2013,9443.416667,Rockland County,NY
11560,2014,7738.666667,Rockland County,NY
11561,2015,6920.583333,Rockland County,NY
11562,2010,8137.75,Saratoga County,NY
11563,2011,7696.333333,Saratoga County,NY
11564,2012,8004.75,Saratoga County,NY
11565,2013,6865.083333,Saratoga County,NY
11566,2014,5414.333333,Saratoga County,NY
11567,2015,4871.916667,Saratoga County,NY
11568,2010,822.25,Schuyler County,NY
11569,2011,795.5833333,Schuyler County,NY
11570,2012,848.1666667,Schuyler County,NY
11571,2013,780.5833333,Schuyler County,NY
11572,2014,606.25,Schuyler County,NY
11573,2015,553.9166667,Schuyler County,NY
11574,2010,3248.916667,Sullivan County,NY
11575,2011,3145,Sullivan County,NY
11576,2012,3217.75,Sullivan County,NY
11577,2013,2810.25,Sullivan County,NY
11578,2014,2194.083333,Sullivan County,NY
11579,2015,1826.833333,Sullivan County,NY
11580,2010,3370.416667,Tompkins County,NY
11581,2011,3279.5,Tompkins County,NY
11582,2012,3374.833333,Tompkins County,NY
11583,2013,2911.75,Tompkins County,NY
11584,2014,2411.083333,Tompkins County,NY
11585,2015,2228.416667,Tompkins County,NY
11586,2010,4671.666667,Jefferson County,NY
11587,2011,4779.666667,Jefferson County,NY
11588,2012,4777.583333,Jefferson County,NY
11589,2013,4462,Jefferson County,NY
11590,2014,3560,Jefferson County,NY
11591,2015,3079.916667,Jefferson County,NY
11592,2010,1420.333333,Schoharie County,NY
11593,2011,1393.833333,Schoharie County,NY
11594,2012,1420.5,Schoharie County,NY
11595,2013,1241.416667,Schoharie County,NY
11596,2014,991.3333333,Schoharie County,NY
11597,2015,855.75,Schoharie County,NY
11598,2010,5659.833333,Chautauqua County,NY
11599,2011,5044.5,Chautauqua County,NY
11600,2012,5223.333333,Chautauqua County,NY
11601,2013,4830.916667,Chautauqua County,NY
11602,2014,3949.416667,Chautauqua County,NY
11603,2015,3487.416667,Chautauqua County,NY
11604,2010,2650.416667,Livingston County,NY
11605,2011,2447.083333,Livingston County,NY
11606,2012,2521.75,Livingston County,NY
11607,2013,2240.333333,Livingston County,NY
